gene,pt214_mTEC.hi_new_Aligned.out.bam,pt214_mTEC.lo_new_Aligned.out.bam,pt221_mTEC.hi_new_Aligned.out.bam,pt221_mTEC.lo_new_Aligned.out.bam,pt226_mTEC.hi_new_Aligned.out.bam,pt226_mTEC.lo_new_Aligned.out.bam
ENSG00000270387.1,0,0,1,0,2,0
ENSG00000270388.1,0,0,0,0,0,0
ENSG00000270390.1,0,0,1,0,2,0
ENSG00000270392.2,81,124,78,72,23,71
ENSG00000270393.1,110,205,8,33,25,62
ENSG00000270394.4,0,0,0,0,0,0
ENSG00000270395.1,10,0,1,0,17,2
ENSG00000270397.1,0,0,0,0,0,0
ENSG00000270400.1,0,0,0,0,0,0
ENSG00000270401.1,1,0,0,0,0,1
ENSG00000270402.1,12,21,2,4,12,3
ENSG00000270403.1,1,2,1,0,1,0
ENSG00000270405.1,7,6,0,0,0,1
ENSG00000270409.1,11,6,10,2,1,9
ENSG00000270411.1,0,0,0,0,0,0
ENSG00000270412.1,102,30,5,1,15,20
ENSG00000270413.1,0,0,0,0,0,0
ENSG00000270415.1,0,0,0,0,0,0
ENSG00000270416.2,0,0,0,0,0,0
ENSG00000270419.1,157,253,73,127,72,165
ENSG00000270421.1,0,0,0,0,0,3
ENSG00000270422.1,0,0,0,0,0,0
ENSG00000270423.1,0,0,0,0,0,0
ENSG00000270424.1,7,18,4,4,5,6
ENSG00000270425.1,0,0,0,0,0,0
ENSG00000270426.1,136,198,25,67,61,89
ENSG00000270427.1,81,112,63,57,65,75
ENSG00000270429.1,15,4,4,4,0,6
ENSG00000270430.1,0,0,0,0,0,0
ENSG00000270431.1,0,0,6,2,0,0
ENSG00000270432.1,58,0,6,0,20,0
ENSG00000270433.1,31,29,7,10,8,9
ENSG00000270434.1,0,0,0,2,0,0
ENSG00000270435.1,1,0,0,0,0,0
ENSG00000270437.1,0,0,0,0,0,0
ENSG00000270440.1,0,0,0,0,0,0
ENSG00000270441.1,174,426,105,125,83,166
ENSG00000270442.1,0,1,1,0,0,0
ENSG00000270443.1,0,0,0,0,0,0
ENSG00000270444.1,0,0,0,0,0,0
ENSG00000270445.1,0,34,4,3,0,1
ENSG00000270446.1,0,0,0,0,0,0
ENSG00000270447.1,0,0,1,0,0,0
ENSG00000270449.1,0,0,0,0,0,0
ENSG00000270450.1,0,0,0,0,1,0
ENSG00000270451.1,0,0,0,0,0,0
ENSG00000270453.1,0,0,0,0,1,2
ENSG00000270455.1,0,0,0,0,1,0
ENSG00000270456.1,0,0,0,0,0,0
ENSG00000270457.1,7,19,2,7,6,3
ENSG00000270458.1,0,0,0,0,0,0
ENSG00000270460.1,0,0,6,0,4,0
ENSG00000270462.1,27,62,10,27,5,22
ENSG00000270467.1,0,0,0,0,0,0
ENSG00000270469.1,20,15,7,9,2,16
ENSG00000270470.1,0,0,0,0,0,0
ENSG00000270472.2,0,0,0,0,0,0
ENSG00000270474.2,9,10,6,5,9,2
ENSG00000270475.1,1,0,1,0,0,0
ENSG00000270477.1,10,6,0,0,1,1
ENSG00000270479.1,9,0,7,2,0,2
ENSG00000270480.1,59,41,19,17,18,13
ENSG00000270482.1,40,5,14,16,16,7
ENSG00000270484.1,0,0,0,0,0,0
ENSG00000270487.1,0,0,1,0,0,0
ENSG00000270488.1,0,0,0,0,0,0
ENSG00000270490.1,0,9,2,1,0,0
ENSG00000270491.1,0,0,0,0,0,0
ENSG00000270492.1,1,0,2,2,5,4
ENSG00000270493.1,0,0,0,0,0,0
ENSG00000270494.1,0,0,0,0,0,0
ENSG00000270495.1,1,0,3,4,0,0
ENSG00000270496.1,0,0,0,0,0,0
ENSG00000270497.1,20,77,1,16,1,8
ENSG00000270499.1,4,0,5,0,6,3
ENSG00000270500.1,0,0,0,0,0,0
ENSG00000270503.1,247,186,80,108,71,113
ENSG00000270504.1,1083,2143,409,900,432,971
ENSG00000270505.1,12,14,3,2,2,0
ENSG00000270506.1,0,0,0,0,0,0
ENSG00000270507.1,0,0,0,0,0,0
ENSG00000270509.1,0,0,0,0,0,0
ENSG00000270510.1,62,56,18,9,14,15
ENSG00000270512.1,2,0,0,0,0,0
ENSG00000270513.1,19,22,0,6,3,7
ENSG00000270516.1,4,0,0,0,0,0
ENSG00000270518.2,0,0,0,0,0,0
ENSG00000270521.1,0,0,0,1,0,0
ENSG00000270522.1,5,0,5,1,4,3
ENSG00000270524.1,0,0,0,0,0,0
ENSG00000270526.1,1,0,0,0,0,2
ENSG00000270528.1,7,0,0,2,1,1
ENSG00000270531.1,2,0,3,1,2,4
ENSG00000270532.1,10,6,2,0,1,6
ENSG00000270533.2,42,16,7,9,7,1
ENSG00000270535.1,0,0,0,0,0,0
ENSG00000270538.1,0,0,0,0,1,1
ENSG00000270540.1,263,339,89,127,80,100
ENSG00000270541.1,0,0,0,0,0,0
ENSG00000270542.1,0,9,1,0,2,8
ENSG00000270547.6,26,7,3,0,9,3
ENSG00000270549.1,0,16,0,1,0,0
ENSG00000270550.1,201,41,2,3,37,1
ENSG00000270552.1,0,0,0,0,0,0
ENSG00000270553.1,10,12,1,2,1,4
ENSG00000270554.1,16,37,8,5,4,10
ENSG00000270555.1,0,0,0,0,0,0
ENSG00000270557.1,8,42,6,24,15,28
ENSG00000270558.1,99,89,65,79,62,102
ENSG00000270560.1,0,0,0,0,0,0
ENSG00000270562.1,126,268,49,128,45,119
ENSG00000270569.1,0,0,0,1,4,0
ENSG00000270570.1,0,0,0,0,0,0
ENSG00000270571.2,441,168,11,35,25,85
ENSG00000270574.1,164,178,54,91,73,123
ENSG00000270575.1,0,0,1,2,0,0
ENSG00000270576.1,0,0,0,0,0,0
ENSG00000270577.1,0,2,0,1,1,1
ENSG00000270578.1,8,0,2,7,4,4
ENSG00000270580.5,1625,2577,819,1098,699,1054
ENSG00000270583.1,0,0,1,0,0,0
ENSG00000270584.1,0,0,0,0,0,0
ENSG00000270585.1,130,142,44,31,23,38
ENSG00000270587.1,31,70,19,14,9,34
ENSG00000270588.1,0,0,0,0,0,0
ENSG00000270589.1,391,305,235,227,253,341
ENSG00000270591.1,42,57,7,12,16,26
ENSG00000270593.1,0,0,0,0,0,0
ENSG00000270598.1,3,0,0,0,0,4
ENSG00000270601.4,22,0,15,0,6,1
ENSG00000270604.5,30,19,7,12,5,6
ENSG00000270605.1,20,52,7,11,23,31
ENSG00000270606.1,7,11,0,15,1,11
ENSG00000270607.1,136,22,28,21,14,13
ENSG00000270610.1,0,0,0,0,0,0
ENSG00000270611.1,0,0,0,0,0,0
ENSG00000270612.1,0,0,0,0,0,0
ENSG00000270614.1,34,136,21,17,14,22
ENSG00000270615.1,0,0,0,0,0,0
ENSG00000270617.1,1252,1231,1002,664,978,616
ENSG00000270618.1,0,0,0,0,0,0
ENSG00000270619.1,2,0,0,0,0,0
ENSG00000270620.1,2,0,5,1,0,0
ENSG00000270623.1,0,0,0,0,0,0
ENSG00000270624.1,8,0,0,0,2,0
ENSG00000270625.1,0,0,0,0,0,0
ENSG00000270627.1,0,0,0,0,0,0
ENSG00000270629.6,3423,2244,1723,1105,1217,1323
ENSG00000270631.1,0,0,0,0,0,0
ENSG00000270632.1,0,0,0,0,0,0
ENSG00000270634.1,0,0,0,0,0,0
ENSG00000270638.1,11,0,16,13,10,7
ENSG00000270639.1,7,0,0,2,0,5
ENSG00000270640.1,499,907,147,279,152,352
ENSG00000270641.1,76167,83285,3,0,5,2
ENSG00000270646.1,0,0,0,0,0,0
ENSG00000270647.6,23058,26084,16102,14463,17553,16560
ENSG00000270648.1,0,0,0,0,0,0
ENSG00000270652.1,1,0,1,0,0,1
ENSG00000270654.1,0,0,0,0,0,0
ENSG00000270655.1,0,14,0,6,0,0
ENSG00000270659.1,156,180,36,51,24,44
ENSG00000270661.1,25,0,1,2,2,1
ENSG00000270664.1,0,0,4,3,0,3
ENSG00000270665.1,3,0,0,0,3,1
ENSG00000270666.1,8,0,0,0,1,0
ENSG00000270669.1,0,0,0,0,0,0
ENSG00000270670.1,171,295,44,98,33,57
ENSG00000270672.1,0,0,0,1,1,0
ENSG00000270673.1,92,44,27,26,40,20
ENSG00000270677.1,5,0,0,0,1,0
ENSG00000270678.1,0,0,0,0,0,0
ENSG00000270679.1,15,31,13,7,5,16
ENSG00000270680.1,3,0,0,0,1,0
ENSG00000270681.1,61,51,98,64,62,64
ENSG00000270682.1,0,0,0,0,0,0
ENSG00000270683.1,0,0,0,0,0,0
ENSG00000270685.1,0,4,0,4,0,0
ENSG00000270688.1,2,0,0,0,0,0
ENSG00000270689.1,6,43,1,10,12,4
ENSG00000270690.1,8,27,2,2,0,1
ENSG00000270691.1,0,0,0,0,2,0
ENSG00000270694.1,0,0,0,0,0,0
ENSG00000270695.1,0,0,0,0,0,0
ENSG00000270696.1,272,260,121,124,138,172
ENSG00000270697.1,2,9,3,2,3,8
ENSG00000270698.1,17,0,0,0,3,0
ENSG00000270699.1,0,0,0,0,0,0
ENSG00000270701.1,0,0,0,0,2,0
ENSG00000270702.1,0,0,2,2,5,0
ENSG00000270705.1,2,2,2,0,3,4
ENSG00000270706.1,47,77,36,18,21,30
ENSG00000270708.1,6,0,4,0,5,0
ENSG00000270709.1,0,0,0,0,0,0
ENSG00000270710.1,0,0,0,0,1,0
ENSG00000270711.1,25,31,11,12,12,5
ENSG00000270712.1,4,0,0,1,0,0
ENSG00000270713.1,0,1,0,0,0,0
ENSG00000270714.1,1,0,4,10,0,0
ENSG00000270716.1,27,45,4,7,9,21
ENSG00000270718.1,0,0,0,0,0,0
ENSG00000270719.1,0,0,0,0,0,0
ENSG00000270720.1,8,30,3,12,7,15
ENSG00000270722.1,9,26,8,5,12,7
ENSG00000270723.1,0,17,9,10,3,12
ENSG00000270725.1,0,0,0,0,0,0
ENSG00000270726.6,1,3,0,0,0,1
ENSG00000270726.6_PAR_Y,1,3,0,0,0,1
ENSG00000270727.1,2,0,0,2,0,0
ENSG00000270728.1,185,355,87,108,53,94
ENSG00000270729.1,3,0,0,0,0,0
ENSG00000270733.1,25,0,5,5,8,0
ENSG00000270734.1,0,0,0,0,0,0
ENSG00000270736.1,0,0,0,0,0,0
ENSG00000270739.1,15,0,6,2,15,1
ENSG00000270741.1,0,0,0,0,0,0
ENSG00000270745.1,0,0,0,0,0,0
ENSG00000270747.1,0,3,0,0,0,0
ENSG00000270748.1,2,0,0,0,0,0
ENSG00000270749.1,0,0,0,0,0,0
ENSG00000270751.1,380,431,82,134,100,149
ENSG00000270753.1,0,0,0,0,0,0
ENSG00000270754.1,0,0,0,0,0,0
ENSG00000270755.1,14,6,12,9,10,7
ENSG00000270757.1,5746,4788,3406,2872,3056,2833
ENSG00000270759.1,0,0,0,0,0,0
ENSG00000270760.1,54,47,26,25,8,13
ENSG00000270761.1,33,53,18,20,12,26
ENSG00000270762.1,0,0,0,0,2,0
ENSG00000270763.1,0,0,0,0,0,0
ENSG00000270764.1,0,0,0,1,0,0
ENSG00000270765.5,28,7,17,5,21,2
ENSG00000270766.1,22,0,1,0,12,0
ENSG00000270767.1,0,0,0,0,0,2
ENSG00000270771.1,0,0,0,0,0,0
ENSG00000270772.1,3,0,1,0,0,1
ENSG00000270773.1,4,2,2,5,9,3
ENSG00000270775.1,10,16,2,10,1,5
ENSG00000270776.1,0,18,0,0,0,0
ENSG00000270777.1,17,0,4,6,9,13
ENSG00000270778.1,0,0,2,0,3,0
ENSG00000270779.1,0,0,0,0,0,0
ENSG00000270780.1,5,25,0,1,0,0
ENSG00000270781.1,18,0,10,6,13,11
ENSG00000270782.1,0,0,0,0,0,0
ENSG00000270788.1,4,0,4,1,2,4
ENSG00000270789.1,3,0,1,0,0,0
ENSG00000270790.1,0,0,0,0,0,0
ENSG00000270791.1,10,1,1,1,8,0
ENSG00000270792.6,460,449,262,253,255,358
ENSG00000270793.1,0,5,0,0,0,0
ENSG00000270794.1,0,0,0,0,0,0
ENSG00000270797.1,10,11,4,9,1,3
ENSG00000270798.1,0,0,0,2,0,0
ENSG00000270799.1,4,0,0,0,1,0
ENSG00000270800.3,12278,15361,8000,8815,7798,8648
ENSG00000270802.2,65,50,19,20,3,15
ENSG00000270804.1,308,337,147,219,146,223
ENSG00000270806.2,0,0,6,0,3,0
ENSG00000270807.1,0,0,0,0,0,0
ENSG00000270808.1,42,71,16,10,10,14
ENSG00000270809.1,0,0,0,0,0,0
ENSG00000270811.1,0,0,0,0,0,0
ENSG00000270812.1,0,0,0,0,0,0
ENSG00000270813.2,15,18,21,9,12,15
ENSG00000270814.1,0,0,0,1,0,0
ENSG00000270815.1,0,0,0,0,0,0
ENSG00000270816.6,0,0,0,0,0,0
ENSG00000270818.1,0,0,0,0,0,0
ENSG00000270820.6,3201,3048,1225,1165,1169,1264
ENSG00000270822.1,12,18,3,14,5,6
ENSG00000270823.1,802,1081,202,490,183,363
ENSG00000270824.1,0,0,0,0,0,0
ENSG00000270826.1,0,0,0,0,0,0
ENSG00000270828.1,2,0,2,4,1,0
ENSG00000270829.1,0,0,1,0,0,0
ENSG00000270830.1,0,0,0,0,0,0
ENSG00000270831.1,0,0,0,0,1,0
ENSG00000270832.1,2,0,5,1,0,3
ENSG00000270835.2,12,15,2,0,3,0
ENSG00000270837.1,8,18,1,8,12,7
ENSG00000270838.1,0,0,0,0,0,0
ENSG00000270839.1,2,0,1,0,0,0
ENSG00000270842.1,0,0,0,0,1,0
ENSG00000270846.1,0,0,3,2,0,0
ENSG00000270849.1,0,0,0,0,1,0
ENSG00000270850.1,7,0,7,0,2,0
ENSG00000270852.1,0,0,0,0,0,0
ENSG00000270855.1,0,6,1,0,0,1
ENSG00000270856.1,0,0,0,0,0,0
ENSG00000270857.1,0,0,1,2,0,0
ENSG00000270858.1,4,0,0,0,0,0
ENSG00000270859.1,0,0,0,0,0,0
ENSG00000270861.1,0,0,0,1,1,0
ENSG00000270863.1,14,17,17,92,4,47
ENSG00000270864.1,0,0,0,0,0,0
ENSG00000270865.1,0,0,0,0,0,0
ENSG00000270866.1,0,0,0,0,0,0
ENSG00000270868.1,0,0,0,0,0,0
ENSG00000270870.1,0,0,1,0,0,2
ENSG00000270871.1,0,0,0,1,1,0
ENSG00000270872.2,94,65,34,42,26,31
ENSG00000270874.1,19,4,9,1,0,1
ENSG00000270876.1,41,39,0,6,5,12
ENSG00000270878.1,85,29,21,32,27,46
ENSG00000270880.1,0,0,0,2,0,2
ENSG00000270882.2,962,889,181,222,138,137
ENSG00000270883.1,10,0,0,4,1,5
ENSG00000270885.2,111,189,96,104,51,68
ENSG00000270889.1,2,0,0,0,1,1
ENSG00000270890.1,153,54,59,60,31,52
ENSG00000270891.1,3,0,0,0,0,0
ENSG00000270892.1,0,0,0,0,0,1
ENSG00000270893.1,2,5,4,4,0,1
ENSG00000270894.1,0,0,0,0,0,0
ENSG00000270896.1,0,0,0,0,0,0
ENSG00000270897.1,9,0,3,0,0,0
ENSG00000270900.1,0,10,0,0,0,2
ENSG00000270902.1,4,0,0,0,0,0
ENSG00000270903.1,101,106,25,37,12,24
ENSG00000270904.1,6,0,0,0,0,0
ENSG00000270906.1,0,5,0,0,0,3
ENSG00000270909.1,3,0,0,0,2,2
ENSG00000270911.1,5,19,5,2,3,2
ENSG00000270912.1,0,0,0,0,0,0
ENSG00000270914.1,1,0,0,0,0,0
ENSG00000270915.1,6,33,1,3,0,7
ENSG00000270916.1,0,0,0,0,0,0
ENSG00000270917.1,34,4,15,9,9,9
ENSG00000270919.1,129,44,143,78,118,91
ENSG00000270920.1,0,0,0,0,0,0
ENSG00000270921.1,3,0,1,0,0,0
ENSG00000270923.1,112,184,50,71,35,110
ENSG00000270924.1,0,0,0,0,0,0
ENSG00000270926.1,298,101,100,49,65,44
ENSG00000270927.1,0,0,3,0,0,0
ENSG00000270929.1,0,0,0,0,0,0
ENSG00000270930.1,1,7,1,1,5,2
ENSG00000270933.1,16,26,17,18,14,9
ENSG00000270934.1,0,0,0,0,0,0
ENSG00000270935.1,177,45,18,22,72,35
ENSG00000270936.1,5,0,0,0,1,0
ENSG00000270937.1,0,0,5,0,10,0
ENSG00000270938.1,0,0,4,3,1,1
ENSG00000270941.1,6,14,6,2,4,11
ENSG00000270945.1,0,0,0,0,1,0
ENSG00000270946.6,0,0,0,0,0,0
ENSG00000270947.1,0,0,0,0,0,0
ENSG00000270948.1,14,41,7,7,2,1
ENSG00000270951.1,0,42,10,25,2,13
ENSG00000270953.1,609,512,306,363,293,324
ENSG00000270954.1,19,16,4,2,5,0
ENSG00000270955.1,0,0,0,0,0,0
ENSG00000270956.1,62,183,29,94,32,78
ENSG00000270957.1,0,0,0,0,0,0
ENSG00000270959.1,527,640,200,223,180,314
ENSG00000270960.1,0,0,0,0,1,0
ENSG00000270961.1,0,0,0,0,0,0
ENSG00000270962.1,1,0,0,0,0,2
ENSG00000270964.1,80,123,34,44,24,24
ENSG00000270965.1,0,0,0,0,0,0
ENSG00000270966.1,0,0,0,0,0,4
ENSG00000270969.1,0,0,0,1,0,0
ENSG00000270971.2,0,0,0,0,0,0
ENSG00000270972.1,40,98,12,9,10,37
ENSG00000270973.1,0,0,0,0,0,0
ENSG00000270975.1,0,2,3,0,6,2
ENSG00000270976.1,20,0,3,0,0,0
ENSG00000270977.2,110,60,67,19,75,16
ENSG00000270978.1,3,17,6,3,15,8
ENSG00000270980.1,0,0,0,0,0,0
ENSG00000270981.1,0,0,0,0,0,0
ENSG00000270982.1,0,0,0,0,1,0
ENSG00000270983.1,5,8,5,9,7,4
ENSG00000270986.1,10,13,2,1,0,0
ENSG00000270987.1,32,12,9,3,10,5
ENSG00000270988.1,66,79,18,38,16,15
ENSG00000270989.1,3,0,0,0,0,0
ENSG00000270990.1,13,0,0,0,0,0
ENSG00000270992.1,0,0,0,0,0,0
ENSG00000270993.1,12,0,3,8,3,7
ENSG00000270994.1,1,0,0,3,0,0
ENSG00000270995.1,0,0,1,0,0,0
ENSG00000270996.1,16,51,26,18,3,14
ENSG00000270997.1,0,0,0,0,0,0
ENSG00000270999.1,6,0,0,0,0,0
ENSG00000271002.1,9,0,5,6,11,2
ENSG00000271003.1,0,0,0,0,0,0
ENSG00000271005.1,0,0,0,0,0,0
ENSG00000271009.3,63,118,40,61,16,86
ENSG00000271010.1,0,0,0,2,0,0
ENSG00000271011.1,64,54,20,15,23,42
ENSG00000271013.1,55,3,25,5,19,12
ENSG00000271014.1,0,0,0,0,1,1
ENSG00000271015.1,0,0,0,0,1,0
ENSG00000271018.1,26,0,2,1,1,2
ENSG00000271021.1,0,0,4,0,3,1
ENSG00000271022.1,0,0,0,4,0,0
ENSG00000271024.1,0,0,0,0,0,0
ENSG00000271025.1,0,0,0,2,0,1
ENSG00000271026.1,0,0,0,0,0,0
ENSG00000271027.1,2,0,0,0,0,0
ENSG00000271028.1,0,0,0,0,0,0
ENSG00000271029.1,0,0,0,0,0,0
ENSG00000271032.1,663,317,379,242,189,180
ENSG00000271034.1,17,0,2,4,0,0
ENSG00000271035.1,0,0,3,0,0,0
ENSG00000271036.1,0,0,0,0,1,0
ENSG00000271040.1,13,8,8,12,5,5
ENSG00000271041.1,0,0,0,0,0,0
ENSG00000271042.1,8,0,0,0,1,0
ENSG00000271043.2,0,0,0,0,0,0
ENSG00000271044.1,0,0,0,0,0,2
ENSG00000271045.1,0,0,0,2,1,0
ENSG00000271046.1,30,0,0,1,4,8
ENSG00000271047.1,3,0,0,0,0,0
ENSG00000271048.1,0,0,0,0,0,0
ENSG00000271049.1,23,3,4,10,1,1
ENSG00000271052.1,0,0,0,1,0,2
ENSG00000271053.1,0,0,0,0,0,0
ENSG00000271056.1,0,0,0,0,0,0
ENSG00000271057.1,22,10,3,0,10,15
ENSG00000271063.1,0,0,1,0,1,0
ENSG00000271064.1,78,45,4,18,13,26
ENSG00000271065.1,5,0,0,0,0,0
ENSG00000271070.1,12,0,3,0,5,0
ENSG00000271071.1,0,0,0,0,0,0
ENSG00000271072.1,1,9,0,1,2,2
ENSG00000271074.1,4,0,0,0,0,0
ENSG00000271075.1,215,296,20,28,14,48
ENSG00000271077.1,0,0,0,0,0,0
ENSG00000271078.1,0,0,0,0,0,2
ENSG00000271079.1,0,0,19,15,0,65
ENSG00000271081.1,1,0,1,2,0,0
ENSG00000271086.7,151,8,99,14,59,10
ENSG00000271088.1,0,0,0,0,1,0
ENSG00000271092.5,753,989,428,457,310,453
ENSG00000271093.1,1,0,0,0,2,1
ENSG00000271094.1,0,0,0,0,0,0
ENSG00000271095.1,0,0,0,0,0,0
ENSG00000271096.1,0,0,0,0,0,0
ENSG00000271097.1,0,0,0,0,0,0
ENSG00000271098.1,0,4,3,0,3,1
ENSG00000271099.1,0,17,0,0,0,0
ENSG00000271100.1,0,0,3,0,0,0
ENSG00000271101.1,2,0,1,0,0,0
ENSG00000271105.1,1063,581,470,163,277,250
ENSG00000271108.1,0,0,0,0,0,0
ENSG00000271109.2,28,17,4,1,7,10
ENSG00000271111.1,0,0,0,0,0,0
ENSG00000271113.1,18,15,5,2,2,4
ENSG00000271114.1,0,0,0,0,0,0
ENSG00000271115.1,0,0,0,0,0,0
ENSG00000271117.1,4,0,0,0,0,0
ENSG00000271118.1,0,0,0,0,0,0
ENSG00000271119.1,69,122,72,35,66,56
ENSG00000271121.2,0,0,0,0,0,0
ENSG00000271122.1,1571,1661,908,864,643,830
ENSG00000271123.1,0,0,0,0,0,0
ENSG00000271127.2,1,0,0,0,0,0
ENSG00000271128.1,11,10,1,6,4,16
ENSG00000271129.1,2,0,0,0,0,3
ENSG00000271130.1,0,0,0,0,1,0
ENSG00000271131.1,0,0,0,0,0,0
ENSG00000271133.5,220,132,198,91,205,58
ENSG00000271134.1,1,0,2,1,1,2
ENSG00000271136.1,0,0,0,0,0,0
ENSG00000271137.1,0,0,1,0,2,3
ENSG00000271138.1,13,0,2,6,2,2
ENSG00000271140.1,0,0,0,0,0,0
ENSG00000271141.1,142,117,51,71,42,96
ENSG00000271142.1,4,0,3,0,1,0
ENSG00000271143.1,0,0,0,0,2,0
ENSG00000271146.1,3,0,0,2,6,0
ENSG00000271147.8,935,1579,306,550,251,546
ENSG00000271148.1,0,0,0,1,0,9
ENSG00000271149.1,0,0,0,0,0,0
ENSG00000271150.1,6,24,3,2,0,8
ENSG00000271151.1,34,14,27,15,18,38
ENSG00000271153.1,12,9,17,9,14,13
ENSG00000271154.1,0,0,0,0,0,0
ENSG00000271155.1,149,149,88,93,67,92
ENSG00000271156.1,8,16,3,6,0,2
ENSG00000271157.1,0,0,0,0,0,0
ENSG00000271158.1,0,0,0,0,0,0
ENSG00000271159.1,0,0,0,0,0,0
ENSG00000271161.1,32,16,14,23,14,20
ENSG00000271162.1,0,0,0,0,2,0
ENSG00000271163.1,2,7,0,1,0,3
ENSG00000271164.1,0,0,0,0,0,0
ENSG00000271166.1,0,0,0,0,0,0
ENSG00000271167.1,0,0,0,0,0,0
ENSG00000271171.3,0,0,0,0,0,3
ENSG00000271172.1,3,16,1,10,1,1
ENSG00000271173.1,0,0,0,0,0,0
ENSG00000271174.1,0,0,0,0,0,0
ENSG00000271175.1,0,0,0,0,0,0
ENSG00000271177.1,0,0,0,0,0,0
ENSG00000271178.1,0,0,0,0,0,0
ENSG00000271179.1,0,0,0,0,0,0
ENSG00000271180.1,0,0,1,0,1,1
ENSG00000271181.1,80,63,20,20,25,10
ENSG00000271182.1,0,0,0,0,0,0
ENSG00000271184.1,0,0,0,0,0,0
ENSG00000271185.1,0,0,1,1,0,2
ENSG00000271187.1,0,0,0,0,0,0
ENSG00000271190.1,5,0,0,0,0,0
ENSG00000271192.1,0,0,0,0,0,0
ENSG00000271194.1,0,0,0,0,0,0
ENSG00000271195.1,0,0,0,0,0,0
ENSG00000271196.1,8,0,0,3,0,1
ENSG00000271198.1,24,5,9,2,21,1
ENSG00000271199.1,38,14,16,6,10,12
ENSG00000271200.1,13,19,16,25,12,23
ENSG00000271201.1,10,0,15,13,8,23
ENSG00000271202.1,0,0,0,0,1,0
ENSG00000271204.1,46,66,17,13,9,14
ENSG00000271205.1,0,0,0,0,0,0
ENSG00000271207.1,0,0,0,0,0,0
ENSG00000271208.1,0,0,0,0,0,2
ENSG00000271209.1,0,0,0,0,0,0
ENSG00000271211.1,0,0,0,0,0,0
ENSG00000271214.1,12,7,3,0,0,0
ENSG00000271215.1,5,10,0,3,1,2
ENSG00000271216.2,151,0,77,2,77,5
ENSG00000271218.1,931,552,689,407,475,319
ENSG00000271219.1,0,0,0,0,0,0
ENSG00000271220.2,0,0,0,0,0,0
ENSG00000271222.1,0,0,0,0,0,0
ENSG00000271225.1,0,0,1,0,0,2
ENSG00000271227.1,0,0,0,0,4,2
ENSG00000271228.1,23,24,6,30,6,18
ENSG00000271230.1,0,0,0,0,0,0
ENSG00000271231.1,12,0,0,0,0,0
ENSG00000271232.1,0,15,0,0,0,0
ENSG00000271234.1,10,0,0,3,0,6
ENSG00000271235.1,2,0,0,0,0,0
ENSG00000271236.1,31,0,3,3,6,13
ENSG00000271237.1,0,0,0,0,0,0
ENSG00000271238.1,0,0,0,0,0,0
ENSG00000271239.1,11,0,1,3,8,4
ENSG00000271240.1,0,0,1,1,0,0
ENSG00000271242.1,0,0,0,0,0,0
ENSG00000271243.1,0,0,0,0,0,0
ENSG00000271245.1,0,0,0,0,3,0
ENSG00000271248.1,0,0,0,0,0,0
ENSG00000271249.1,0,0,0,0,0,0
ENSG00000271250.1,0,0,0,0,0,0
ENSG00000271251.1,0,0,0,0,0,0
ENSG00000271252.1,9,0,2,0,10,2
ENSG00000271253.1,0,0,5,0,0,1
ENSG00000271257.1,0,0,0,0,0,0
ENSG00000271259.1,10,7,5,13,11,17
ENSG00000271264.1,2,0,0,0,0,1
ENSG00000271265.1,0,7,13,14,8,8
ENSG00000271266.1,0,0,0,0,0,0
ENSG00000271267.1,129,47,26,45,26,29
ENSG00000271268.1,41,37,2,0,11,11
ENSG00000271269.1,0,0,0,0,0,0
ENSG00000271270.7,428,481,183,209,159,178
ENSG00000271271.5,50,5,15,8,13,0
ENSG00000271272.1,10,0,0,2,1,0
ENSG00000271275.1,5,7,4,1,0,1
ENSG00000271277.1,0,0,0,0,0,0
ENSG00000271278.1,0,0,1,0,2,1
ENSG00000271283.1,13,25,1,4,3,7
ENSG00000271284.1,0,0,0,0,0,0
ENSG00000271286.1,7,0,0,5,2,0
ENSG00000271287.1,14,0,0,0,1,0
ENSG00000271288.1,3,0,0,0,1,0
ENSG00000271290.1,0,0,0,0,0,0
ENSG00000271291.1,0,0,0,0,0,0
ENSG00000271296.1,0,0,0,0,0,0
ENSG00000271298.1,0,0,0,0,0,0
ENSG00000271299.1,0,0,0,0,0,0
ENSG00000271302.1,0,0,0,0,0,0
ENSG00000271303.1,993,1305,457,460,448,519
ENSG00000271304.2,0,0,2,3,1,0
ENSG00000271306.1,0,0,0,3,0,0
ENSG00000271307.3,4,0,1,0,0,0
ENSG00000271309.1,0,0,0,0,0,0
ENSG00000271313.1,0,0,2,0,0,0
ENSG00000271314.1,4,6,0,1,0,3
ENSG00000271315.1,0,0,0,0,0,0
ENSG00000271317.1,0,0,0,0,0,0
ENSG00000271318.1,7,0,1,2,0,1
ENSG00000271320.1,4,39,7,20,5,25
ENSG00000271321.1,65,56,25,27,58,22
ENSG00000271322.1,0,7,0,0,0,0
ENSG00000271327.1,44,77,18,43,18,43
ENSG00000271328.1,0,0,0,0,0,0
ENSG00000271329.1,55,48,12,18,23,27
ENSG00000271330.1,0,0,0,0,0,0
ENSG00000271332.1,12,10,7,0,6,6
ENSG00000271333.1,0,0,0,0,0,0
ENSG00000271334.6,1,0,7,0,6,1
ENSG00000271335.6,145,185,36,88,93,89
ENSG00000271336.1,0,0,0,0,0,0
ENSG00000271337.1,0,0,0,0,0,0
