ID,gene,family,class,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,significant,FC_significant,overall_significant
L1M3a:L1:LINE,L1M3a,L1,LINE,2260.468348213003,-0.10544757591197172,0.09840354603237349,-1.0715830898744323,0.28390733198114054,0.5207089631402981,FALSE,FALSE,FALSE
L1M3b:L1:LINE,L1M3b,L1,LINE,1263.1645560881695,0.1776827608160599,0.11816969706670119,1.503623731181831,0.13267827719407654,0.3472490263851687,FALSE,FALSE,FALSE
L1M3c:L1:LINE,L1M3c,L1,LINE,985.7673706359151,-0.31806573394593274,0.1258971742352501,-2.526392954234211,0.011524050186769821,0.06592079057886513,FALSE,FALSE,FALSE
L1M3d:L1:LINE,L1M3d,L1,LINE,675.5906268010181,-0.14920507727156948,0.14559843294156238,-1.0247711754662543,0.30547117013579156,0.5432074286327772,FALSE,FALSE,FALSE
L1M3de:L1:LINE,L1M3de,L1,LINE,925.1297988936406,0.3261709988435436,0.12902516290259822,2.527964247483817,0.011472603418550156,0.06592079057886513,FALSE,FALSE,FALSE
L1M3e:L1:LINE,L1M3e,L1,LINE,673.975456241487,-0.015752027152289527,0.14241193877713962,-0.11060889478472635,0.9119264937533326,0.9618184031196321,FALSE,FALSE,FALSE
L1M3f:L1:LINE,L1M3f,L1,LINE,1642.7767416080462,-0.38810056467572673,0.12572917139564566,-3.086798078501993,0.0020232498140387747,0.01606813929984192,TRUE,FALSE,FALSE
L1M4:L1:LINE,L1M4,L1,LINE,46274.91697591571,-0.09140726711029105,0.062604113989547,-1.4600840309880163,0.14426698085330233,0.36310889334769636,FALSE,FALSE,FALSE
L1M4a1:L1:LINE,L1M4a1,L1,LINE,4513.274015175117,0.059922679659494424,0.07954351540339206,0.7533320517154196,0.4512504029271997,0.6822972820599803,FALSE,FALSE,FALSE
L1M4a2:L1:LINE,L1M4a2,L1,LINE,3288.552995519309,-0.16922142806225107,0.08266621073798013,-2.047044693975601,0.04065369643927893,0.1671091642579405,FALSE,FALSE,FALSE
L1M4b:L1:LINE,L1M4b,L1,LINE,8610.65203419686,0.006956356284818424,0.076083219140784,0.09143088795896527,0.9271502194868233,0.9697296065901064,FALSE,FALSE,FALSE
L1M4c:L1:LINE,L1M4c,L1,LINE,8366.764902601233,-0.15865469529190926,0.07388543877967241,-2.147306667082538,0.03176887540362581,0.1404699463792752,FALSE,FALSE,FALSE
L1M5:L1:LINE,L1M5,L1,LINE,88157.04126434849,-0.0538332882312955,0.06596325828208016,-0.8161102048823452,0.4144371078509145,0.6557244762515436,FALSE,FALSE,FALSE
L1M6:L1:LINE,L1M6,L1,LINE,5505.716980121812,0.09741909082674922,0.08034157408366271,1.212561391009131,0.2252975577145347,0.4526612428153827,FALSE,FALSE,FALSE
L1M6B:L1:LINE,L1M6B,L1,LINE,5266.0901307171835,-0.17141791737899523,0.08486378844454429,-2.0199182775231774,0.04339186507488529,0.17314412503051788,FALSE,FALSE,FALSE
L1M7:L1:LINE,L1M7,L1,LINE,5392.103859324281,-0.16043388034268646,0.08428366080007335,-1.9034991933163259,0.0569754388502723,0.20441188148913483,FALSE,FALSE,FALSE
L1M8:L1:LINE,L1M8,L1,LINE,3027.2333814167164,-0.21340507251955684,0.09051340059126788,-2.3577179856851465,0.018387656041746907,0.09284631260585784,FALSE,FALSE,FALSE
L1M:L1:LINE,L1M,L1,LINE,696.0842245784493,0.003480391031607543,0.1373012006155563,0.025348584105630994,0.9797769218526511,0.9894537309573687,FALSE,FALSE,FALSE
L1MA10:L1:LINE,L1MA10,L1,LINE,4566.091481353579,-0.16038648015897694,0.09580593707342806,-1.6740766288424562,0.09411554028885306,0.2779296460515589,FALSE,FALSE,FALSE
L1MA1:L1:LINE,L1MA1,L1,LINE,8077.425942152223,-0.20204317166705751,0.08202726066547807,-2.463122259940216,0.013773294120691896,0.07561446034044277,FALSE,FALSE,FALSE
L1MA2:L1:LINE,L1MA2,L1,LINE,15761.47332616344,0.006269677884034433,0.07028407419982176,0.08920481567715283,0.928919138281236,0.9697296065901064,FALSE,FALSE,FALSE
L1MA3:L1:LINE,L1MA3,L1,LINE,18777.426875981106,0.05160452171566202,0.06717129530327719,0.7682525918648515,0.4423371339828665,0.6787300483872309,FALSE,FALSE,FALSE
L1MA4:L1:LINE,L1MA4,L1,LINE,18791.80335165748,-0.10525166683400847,0.07163654055569539,-1.4692455277370389,0.14176620566178957,0.3612609228390775,FALSE,FALSE,FALSE
L1MA4A:L1:LINE,L1MA4A,L1,LINE,13084.289889548367,-0.05028468552078884,0.07794534670093253,-0.6451274854639557,0.518844573508618,0.7342817666609853,FALSE,FALSE,FALSE
L1MA5:L1:LINE,L1MA5,L1,LINE,8658.756431369344,0.13670966135126372,0.08519202515710589,1.6047236944907952,0.1085546250590441,0.30447834317276473,FALSE,FALSE,FALSE
L1MA5A:L1:LINE,L1MA5A,L1,LINE,7476.133680389989,0.039800564911670326,0.08382211029104,0.47482179550810866,0.6349139965385009,0.8217715967855913,FALSE,FALSE,FALSE
L1MA6:L1:LINE,L1MA6,L1,LINE,13543.57874751592,-0.11193205843963724,0.09281791810512358,-1.2059315779186666,0.22784387363180442,0.45568774726360883,FALSE,FALSE,FALSE
L1MA7:L1:LINE,L1MA7,L1,LINE,12166.392974422411,0.118489405273666,0.06708841786446991,1.766167828149337,0.07736769673842536,0.2415525798932517,FALSE,FALSE,FALSE
L1MA8:L1:LINE,L1MA8,L1,LINE,17291.30951769567,-0.02283730889015289,0.07763258473240517,-0.29417169309603325,0.7686267097891825,0.9048786708111355,FALSE,FALSE,FALSE
L1MA9:L1:LINE,L1MA9,L1,LINE,23402.745015700828,0.04877312128683057,0.07172644127764395,0.6799880269820722,0.49651204208312216,0.7180582801579107,FALSE,FALSE,FALSE
L1MB1:L1:LINE,L1MB1,L1,LINE,9069.825402902821,-0.0983774795935535,0.07249033161450749,-1.357111733419981,0.1747457108179625,0.39927930572372433,FALSE,FALSE,FALSE
L1MB2:L1:LINE,L1MB2,L1,LINE,24944.548533677527,-0.04841644027244602,0.06710709277652784,-0.7214802231662273,0.47061410423852323,0.6973955385273768,FALSE,FALSE,FALSE
L1MB3:L1:LINE,L1MB3,L1,LINE,53758.6067404941,0.05614124018998723,0.06328116678499618,0.8871713819805578,0.3749866375006601,0.6196748878293736,FALSE,FALSE,FALSE
L1MB4:L1:LINE,L1MB4,L1,LINE,24457.89235814649,-0.14793975036593093,0.0654029926551235,-2.261972187511846,0.023699121713704367,0.1107764660674867,FALSE,FALSE,FALSE
L1MB5:L1:LINE,L1MB5,L1,LINE,27379.6978428084,0.009318886844088829,0.06247695408975703,0.14915718891642704,0.8814296003188229,0.9454952122030603,FALSE,FALSE,FALSE
L1MB7:L1:LINE,L1MB7,L1,LINE,74173.20763752043,-0.10900795889387264,0.06358954752239752,-1.7142433488063087,0.08648404265240665,0.2641402969619654,FALSE,FALSE,FALSE
L1MB8:L1:LINE,L1MB8,L1,LINE,47201.45212651185,-0.019060827707023744,0.06273809227085879,-0.3038158639687759,0.7612681799933064,0.9024889438181516,FALSE,FALSE,FALSE
L1MC1:L1:LINE,L1MC1,L1,LINE,30097.400953063403,0.10967115378406518,0.06401306729128128,1.7132619701696847,0.08666435542911141,0.2641402969619654,FALSE,FALSE,FALSE
L1MC2:L1:LINE,L1MC2,L1,LINE,11211.407321993303,0.20881767673827215,0.07015055117289475,2.9767075703170893,0.002913617746711337,0.021666721061907944,TRUE,FALSE,FALSE
L1MC3:L1:LINE,L1MC3,L1,LINE,22907.342486755395,0.031842945019794254,0.0653968774559207,0.4869184318663728,0.6263161363749472,0.8205810262609812,FALSE,FALSE,FALSE
L1MC4:L1:LINE,L1MC4,L1,LINE,76566.34662967797,-0.07426975558445428,0.0629570915358586,-1.1796884794487736,0.23812413758077258,0.47163570106797087,FALSE,FALSE,FALSE
L1MC4a:L1:LINE,L1MC4a,L1,LINE,28094.14115377993,-0.046312556452904066,0.06387854355375536,-0.7250095865747301,0.46844614925183403,0.697098826599494,FALSE,FALSE,FALSE
L1MC5:L1:LINE,L1MC5,L1,LINE,42824.80105369512,-0.014102009154192612,0.06329394995079851,-0.2228018501792793,0.8236897279676446,0.9254987313941946,FALSE,FALSE,FALSE
L1MC5a:L1:LINE,L1MC5a,L1,LINE,44762.77465003717,-0.08778258690607392,0.06947889627090699,-1.2634424496871473,0.2064302167151335,0.435892399846378,FALSE,FALSE,FALSE
L1MC:L1:LINE,L1MC,L1,LINE,10512.276234311496,-0.05652850012030476,0.07349408820675205,-0.769157105007956,0.4418000513846146,0.6787300483872309,FALSE,FALSE,FALSE
L1MCa:L1:LINE,L1MCa,L1,LINE,11107.136346490579,0.04049005951748479,0.06991999793764138,0.5790912573194885,0.5625275988527028,0.7669126264358515,FALSE,FALSE,FALSE
L1MCb:L1:LINE,L1MCb,L1,LINE,1823.3406652067097,0.12045387897203884,0.10360897553645643,1.1625815075225339,0.24499933725575343,0.47944846381628303,FALSE,FALSE,FALSE
L1MCc:L1:LINE,L1MCc,L1,LINE,4400.9253524569785,0.09081466127313197,0.0795678266632941,1.1413490236126584,0.25372470898433913,0.4918170899269891,FALSE,FALSE,FALSE
L1MD1:L1:LINE,L1MD1,L1,LINE,16066.180547058782,-0.043554952102248065,0.0691677626157827,-0.6297001732467445,0.5288907691933684,0.74163371589379,FALSE,FALSE,FALSE
L1MD2:L1:LINE,L1MD2,L1,LINE,25076.059612215682,-0.1269010137119495,0.0676981848544863,-1.8745113179137165,0.06085998357917995,0.2109468922363102,FALSE,FALSE,FALSE
L1MD3:L1:LINE,L1MD3,L1,LINE,10964.03906315754,-0.05198554588898604,0.073743851707724,-0.7049475269480807,0.4808428916987209,0.7074271320315714,FALSE,FALSE,FALSE
L1MD:L1:LINE,L1MD,L1,LINE,15886.954600005056,0.0033709806567852945,0.06514661555214939,0.05174452468811445,0.9587322591671952,0.9793656606470785,FALSE,FALSE,FALSE
L1MDa:L1:LINE,L1MDa,L1,LINE,17955.502750249223,0.10759551617340389,0.06413761815373292,1.6775726830938085,0.09343054929925318,0.2769064830680764,FALSE,FALSE,FALSE
L1MDb:L1:LINE,L1MDb,L1,LINE,1187.9001780079648,0.009951712510039701,0.11235881303518751,0.08857082271706729,0.9294229970252366,0.9697296065901064,FALSE,FALSE,FALSE
L1ME1:L1:LINE,L1ME1,L1,LINE,68343.77089544146,-0.042079442099358155,0.06244660754407289,-0.6738467268964096,0.500408764089151,0.7181304719735536,FALSE,FALSE,FALSE
L1ME2:L1:LINE,L1ME2,L1,LINE,29173.184043475314,-0.0523428564709631,0.0645051292599886,-0.8114526251082247,0.417105788463828,0.6563418958319804,FALSE,FALSE,FALSE
L1ME2z:L1:LINE,L1ME2z,L1,LINE,13134.479464561056,0.11697282464843961,0.07366858299591626,1.5878250930240354,0.11232589561359785,0.30833081413396995,FALSE,FALSE,FALSE
L1ME3:L1:LINE,L1ME3,L1,LINE,20863.179640256363,-0.09966208289895957,0.06558916011594988,-1.519490152378455,0.1286391649295861,0.33944140939484335,FALSE,FALSE,FALSE
L1ME3A:L1:LINE,L1ME3A,L1,LINE,30705.091568746924,-0.014955027006081182,0.06419105904644103,-0.23297679191211818,0.8157794273078184,0.9254987313941946,FALSE,FALSE,FALSE
L1ME3B:L1:LINE,L1ME3B,L1,LINE,15846.22865311947,-0.08298851605596826,0.07465061695454529,-1.111692299964512,0.26627047164659906,0.5059198744477571,FALSE,FALSE,FALSE
L1ME3C:L1:LINE,L1ME3C,L1,LINE,4491.578332623538,-0.14878908632915924,0.0836016947014726,-1.779737681879054,0.0751189005375094,0.23812579958434438,FALSE,FALSE,FALSE
L1ME3Cz:L1:LINE,L1ME3Cz,L1,LINE,19942.764763051284,-0.0025393024706529053,0.06867943587877216,-0.036973257542987005,0.9705063285454175,0.9861791015529834,FALSE,FALSE,FALSE
L1ME3D:L1:LINE,L1ME3D,L1,LINE,7239.156810363267,-0.00891083323322475,0.0744601923210706,-0.11967244450298284,0.9047426295551018,0.9574119935007417,FALSE,FALSE,FALSE
L1ME3E:L1:LINE,L1ME3E,L1,LINE,7987.986993147033,-0.19996421413363424,0.07296648153965861,-2.7404941270869703,0.0061346878334028986,0.040798167867671306,TRUE,FALSE,FALSE
L1ME3F:L1:LINE,L1ME3F,L1,LINE,10446.050492384702,-0.0554616140482401,0.07288126506875553,-0.7609858856856849,0.4466654976384207,0.6803954880227713,FALSE,FALSE,FALSE
L1ME3G:L1:LINE,L1ME3G,L1,LINE,30411.618073955062,-0.051897181700868655,0.07223949749185535,-0.7184045224943572,0.47250789910803787,0.6976741181775722,FALSE,FALSE,FALSE
L1ME4a:L1:LINE,L1ME4a,L1,LINE,58911.65962660352,0.07291885521314635,0.06715069374576771,1.085898762106865,0.27752378465713007,0.5136073661754127,FALSE,FALSE,FALSE
L1ME4b:L1:LINE,L1ME4b,L1,LINE,49587.99586695259,-0.029011371069809406,0.0644651232627314,-0.4500320421566846,0.6526873366195716,0.8355215044676206,FALSE,FALSE,FALSE
L1ME4c:L1:LINE,L1ME4c,L1,LINE,17585.5761301487,-0.10183110117371809,0.0755052488478599,-1.3486625463469928,0.177445380816656,0.40305565343088046,FALSE,FALSE,FALSE
L1ME5:L1:LINE,L1ME5,L1,LINE,7251.256888353644,0.40118624053814733,0.07824030991650026,5.127615687697325,2.9343466846682436e-7,7.742888993737494e-6,TRUE,FALSE,FALSE
L1MEa:L1:LINE,L1MEa,L1,LINE,667.238580075047,-0.48456185979157046,0.17966065052723748,-2.697095097727637,0.006994729165684795,0.0457735076602413,TRUE,FALSE,FALSE
L1MEb:L1:LINE,L1MEb,L1,LINE,2213.4748435309443,-0.019685831560962975,0.09524536170484417,-0.2066854617232427,0.8362555121104778,0.9254987313941946,FALSE,FALSE,FALSE
L1MEc:L1:LINE,L1MEc,L1,LINE,31564.027414445434,-0.08693047417370581,0.06763459165388165,-1.2852960600186716,0.19868884647288634,0.4268206650737572,FALSE,FALSE,FALSE
L1MEd:L1:LINE,L1MEd,L1,LINE,36476.222727023065,-0.015663736282270288,0.06653995458492372,-0.23540347119231875,0.8138955921471283,0.9254987313941946,FALSE,FALSE,FALSE
L1MEf:L1:LINE,L1MEf,L1,LINE,21047.369034175874,-0.1272004002913952,0.06676713605423693,-1.905134888338876,0.056762539328124834,0.20441188148913483,FALSE,FALSE,FALSE
L1MEg1:L1:LINE,L1MEg1,L1,LINE,1032.5501546913015,0.07870773133576074,0.1261746688959393,0.623799785047772,0.5327590808351352,0.743680764715257,FALSE,FALSE,FALSE
L1MEg2:L1:LINE,L1MEg2,L1,LINE,1183.8897844001901,0.5328531062748466,0.13483615549562225,3.951856268196158,7.75473147862261e-5,0.0011128719911426834,TRUE,FALSE,FALSE
L1MEg:L1:LINE,L1MEg,L1,LINE,28741.84228112262,0.016785777059660018,0.06773276207943513,0.2478236018187789,0.8042708928438344,0.9188164415481235,FALSE,FALSE,FALSE
L1MEh:L1:LINE,L1MEh,L1,LINE,4150.136426265689,-0.0884077280327222,0.08053618184986402,-1.0977392521231308,0.27231836454359304,0.5119914672323582,FALSE,FALSE,FALSE
L1MEi:L1:LINE,L1MEi,L1,LINE,6361.728094639595,0.023678012857935398,0.07958377187736325,0.2975231293940512,0.7660671523337628,0.9042466531154659,FALSE,FALSE,FALSE
L1MEj:L1:LINE,L1MEj,L1,LINE,3776.1664740714996,-0.05627304861644692,0.08969003795838881,-0.6274169338913034,0.5303859704130406,0.74163371589379,FALSE,FALSE,FALSE
L1P1:L1:LINE,L1P1,L1,LINE,8075.149382933249,-0.012199693186861099,0.0829865331946369,-0.14700810742687487,0.8831256210493559,0.9454952122030603,FALSE,FALSE,FALSE
L1P2:L1:LINE,L1P2,L1,LINE,10245.073692895727,-0.37841895472903087,0.07970267075732519,-4.747882989783648,2.0555689348289886e-6,4.424882601816086e-5,TRUE,FALSE,FALSE
L1P3:L1:LINE,L1P3,L1,LINE,6541.692278143064,0.07280052529049605,0.07235197417026439,1.0061995698856274,0.3143195790337136,0.5488134500294618,FALSE,FALSE,FALSE
L1P3b:L1:LINE,L1P3b,L1,LINE,70.53712328685873,2.0262063664601975,0.4436064837634495,4.567576085160783,4.9339660633352505e-6,9.84386399953228e-5,TRUE,TRUE,TRUE
L1P4:L1:LINE,L1P4,L1,LINE,3893.375886143096,-0.15745377266984034,0.07921293506436447,-1.9877280464598526,0.04684177531897916,0.1835050369301203,FALSE,FALSE,FALSE
L1P4a:L1:LINE,L1P4a,L1,LINE,461.60667865184064,0.2925591975568154,0.17285367919494937,1.6925251398719647,0.0905458909077145,0.27230345133275907,FALSE,FALSE,FALSE
L1P4b:L1:LINE,L1P4b,L1,LINE,77.79318760904908,-0.34377718701291204,0.41543658181622845,-0.8275082216158435,0.4079490640482865,0.6497550754647068,FALSE,FALSE,FALSE
L1P4c:L1:LINE,L1P4c,L1,LINE,16.480043854886052,1.249717013091492,0.842005015594521,1.4842156399853446,0.13775172190529372,0.35434247961801973,FALSE,TRUE,FALSE
L1P4d:L1:LINE,L1P4d,L1,LINE,42.46135822309323,0.50782536668865,0.49968443667612283,1.016292142430291,0.3094902892495438,0.5456100357890664,FALSE,FALSE,FALSE
L1P4e:L1:LINE,L1P4e,L1,LINE,318.0887886639006,-0.07538694756958376,0.19881040140901576,-0.3791901582376921,0.704546659418126,0.8653440952012418,FALSE,FALSE,FALSE
L1P5:L1:LINE,L1P5,L1,LINE,359.21193641781156,-0.00992259014846302,0.18710196675960028,-0.053033061705931465,0.9577055653373339,0.9793656606470785,FALSE,FALSE,FALSE
L1P:L1:LINE,L1P,L1,LINE,10.070300479993362,1.0952668392095817,1.0367827727713028,1.0564091803743536,0.2907813135659616,0.5262369789755676,FALSE,TRUE,FALSE
L1PA10:L1:LINE,L1PA10,L1,LINE,23051.149677351063,-0.22881743223448264,0.07254030162671718,-3.1543490598088075,0.001608565632139227,0.013426598847855995,TRUE,FALSE,FALSE
L1PA11:L1:LINE,L1PA11,L1,LINE,14062.737680131035,0.06163463562304699,0.06825923305610036,0.9029494306270801,0.36655273439346553,0.6081950035169468,FALSE,FALSE,FALSE
L1PA12:L1:LINE,L1PA12,L1,LINE,6207.025968205118,-0.39262674102292117,0.0838021499303566,-4.685163105591108,2.7973707399746744e-6,5.867305808459702e-5,TRUE,FALSE,FALSE
L1PA13:L1:LINE,L1PA13,L1,LINE,21754.932454113317,-0.057481035873305664,0.06881598801127911,-0.8352860655562248,0.403556661147481,0.646092287216696,FALSE,FALSE,FALSE
L1PA14:L1:LINE,L1PA14,L1,LINE,7445.710998950578,-0.10709264505698234,0.07133660031721453,-1.501230007888943,0.1332960810329376,0.3472490263851687,FALSE,FALSE,FALSE
L1PA15-16:L1:LINE,L1PA15-16,L1,LINE,2852.4836401656044,-0.04149536269371582,0.09979887911953862,-0.4157898671788976,0.6775637741660936,0.8470352078358736,FALSE,FALSE,FALSE
L1PA15:L1:LINE,L1PA15,L1,LINE,14997.116897630664,0.1696086006328164,0.06507093772230019,2.606518463843968,0.009146789234513376,0.05583637010322345,FALSE,FALSE,FALSE
L1PA16:L1:LINE,L1PA16,L1,LINE,28166.987975659053,-0.217340236418929,0.06532986661605307,-3.3268127990563423,8.784536587085254e-4,0.008152753994708078,TRUE,FALSE,FALSE
L1PA17:L1:LINE,L1PA17,L1,LINE,7775.364563981373,-0.00988121874064224,0.07024174559598724,-0.14067444732191753,0.8881271324086567,0.9461907851278899,FALSE,FALSE,FALSE
L1PA2:L1:LINE,L1PA2,L1,LINE,22794.570772374154,-0.06291076245256162,0.06357487840048935,-0.9895537991634976,0.3223922615499049,0.5575409512638948,FALSE,FALSE,FALSE
L1PA3:L1:LINE,L1PA3,L1,LINE,49167.89697016211,-0.09294608785811773,0.06464011959092111,-1.4379009266432772,0.15046216675939636,0.37296379517935224,FALSE,FALSE,FALSE
L1PA4:L1:LINE,L1PA4,L1,LINE,50987.37978919508,0.15149828010323352,0.06478281975810617,2.338556436242138,0.019358401640645232,0.09617874686637835,FALSE,FALSE,FALSE
L1PA5:L1:LINE,L1PA5,L1,LINE,49405.40423842782,-0.01853827317036929,0.06191520226148242,-0.299413916021429,0.7646242454767059,0.9038477352600368,FALSE,FALSE,FALSE
L1PA6:L1:LINE,L1PA6,L1,LINE,37779.11251661977,-0.09366649428400939,0.06373321647033706,-1.469665262031832,0.14165243542399023,0.3612609228390775,FALSE,FALSE,FALSE
L1PA7:L1:LINE,L1PA7,L1,LINE,57231.46611084381,-0.1143521932631406,0.062526502225066935,-1.8288595906344605,0.06742064515975245,0.22418734853933944,FALSE,FALSE,FALSE
L1PA8:L1:LINE,L1PA8,L1,LINE,16120.47312707051,-0.04628890156061856,0.07062179317384658,-0.6554478367133952,0.5121794608245955,0.7273659704071512,FALSE,FALSE,FALSE
L1PA8A:L1:LINE,L1PA8A,L1,LINE,4526.500709285161,0.11271070430958263,0.08415710161581212,1.3392892833230088,0.18047651614848312,0.40688301378314995,FALSE,FALSE,FALSE
L1PB1:L1:LINE,L1PB1,L1,LINE,36450.3850642018,0.13709763392713853,0.06421723057781253,2.134904179042979,0.0327688379087174,0.1433417615472237,FALSE,FALSE,FALSE
L1PB2:L1:LINE,L1PB2,L1,LINE,10481.90119468196,-0.022173077295038292,0.07581110734817889,-0.2924779504038062,0.7699212162402815,0.9048786708111355,FALSE,FALSE,FALSE
L1PB3:L1:LINE,L1PB3,L1,LINE,6855.3859344359325,0.0232961651698448,0.07446096335465385,0.31286413874188446,0.7543838839023349,0.9024889438181516,FALSE,FALSE,FALSE
L1PB4:L1:LINE,L1PB4,L1,LINE,12492.198392414539,0.10206782085596744,0.08197948551965636,1.2450410027456742,0.21311667867325323,0.4424605156211197,FALSE,FALSE,FALSE
L1PB:L1:LINE,L1PB,L1,LINE,2229.2272747693974,-0.12216958038543373,0.09870724799334732,-1.2376961456130124,0.21582874886968925,0.4458520509405414,FALSE,FALSE,FALSE
L1PBa1:L1:LINE,L1PBa1,L1,LINE,1738.033731116928,0.025426405521266602,0.09880564539055925,0.2573375784426186,0.7969181855830682,0.9166464180609074,FALSE,FALSE,FALSE
L1PBa:L1:LINE,L1PBa,L1,LINE,6810.426524493947,0.015727757097520945,0.07233439545185823,0.21743123723192612,0.8278722896532461,0.9254987313941946,FALSE,FALSE,FALSE
L1PBb:L1:LINE,L1PBb,L1,LINE,954.1480304468021,-0.36694884951617307,0.1476187084170889,-2.4857882408737675,0.012926485810533883,0.07211200695132954,FALSE,FALSE,FALSE
L1PREC2:L1:LINE,L1PREC2,L1,LINE,18674.639337383378,-0.11876134524293798,0.06447537337190257,-1.8419644436629576,0.06548035101501817,0.21901223639016135,FALSE,FALSE,FALSE
L2-1_AMi:L2:LINE,L2-1_AMi,L2,LINE,1594.2816689974672,-0.09130494437170601,0.10563863456481742,-0.8643139391931786,0.3874154548680287,0.6363571126145532,FALSE,FALSE,FALSE
L2-1_Crp:L2:LINE,L2-1_Crp,L2,LINE,12.984658700879077,0.8704840387865315,0.9298737255399249,0.9361314497633437,0.3492055122365963,0.5841515521667399,FALSE,TRUE,FALSE
L2-3_AMi:L2:LINE,L2-3_AMi,L2,LINE,2.742997233545018,0.38499952032304297,2.1863899932984396,0.17608913391623404,0.8602239174189102,0.9344796340619768,FALSE,FALSE,FALSE
L2-3_Crp:L2:LINE,L2-3_Crp,L2,LINE,3795.3108763045925,-0.026703915799862407,0.08406443794261625,-0.31766007664371626,0.7507427979520955,0.9018844737592091,FALSE,FALSE,FALSE
L2:L2:LINE,L2,L2,LINE,142120.5314477866,-0.08860919224710379,0.06053967105850017,-1.4636550000656547,0.1432882366746516,0.36310889334769636,FALSE,FALSE,FALSE
L2a:L2:LINE,L2a,L2,LINE,394057.1935332244,3.1018584181494873e-4,0.05961177832245425,0.005203432116000297,0.9958482805865883,0.997067189130758,FALSE,FALSE,FALSE
L2b:L2:LINE,L2b,L2,LINE,205652.67761677818,0.0052594240995159644,0.06085039252070721,0.08643204886026327,0.9311229709427424,0.9702657200396985,FALSE,FALSE,FALSE
L2c:L2:LINE,L2c,L2,LINE,288946.96039316437,-0.02622610110035702,0.05989056190598667,-0.4379004014276155,0.661458484601654,0.8414821779224775,FALSE,FALSE,FALSE
L3:CR1:LINE,L3,CR1,LINE,81501.0800892609,0.02005483523635003,0.06134221433481205,0.32693366964043225,0.7437180544839461,0.8973091178176029,FALSE,FALSE,FALSE
L3b:CR1:LINE,L3b,CR1,LINE,16432.95398843011,-0.049685212888553126,0.06477883730269976,-0.7669976022629603,0.44308294112320457,0.6787300483872309,FALSE,FALSE,FALSE
L4_A_Mam:RTE-X:LINE,L4_A_Mam,RTE-X,LINE,12776.779945670254,-0.06490469088607938,0.0690132755042764,-0.9404667495032542,0.3469781975008791,0.5816150933518834,FALSE,FALSE,FALSE
L4_B_Mam:RTE-X:LINE,L4_B_Mam,RTE-X,LINE,7186.964264896372,-0.19930092776523803,0.08525340775374639,-2.337747346603631,0.019400358475491965,0.09617874686637835,FALSE,FALSE,FALSE
L4_C_Mam:RTE-X:LINE,L4_C_Mam,RTE-X,LINE,8846.95972592645,-0.11196239030976314,0.06985598114975977,-1.6027602571315136,0.10898759430860493,0.30447834317276473,FALSE,FALSE,FALSE
L5:RTE-X:LINE,L5,RTE-X,LINE,978.1940092735786,0.06638234553087782,0.12493544796974569,0.531333153317327,0.595187935090929,0.7916483429339511,FALSE,FALSE,FALSE
LOR1-int:ERV1:LTR,LOR1-int,ERV1,LTR,5324.534314275448,0.3329848943808357,0.07432586680642457,4.48006742051279,7.461946514177638e-6,1.419505174092397e-4,TRUE,FALSE,FALSE
LOR1a:ERV1:LTR,LOR1a,ERV1,LTR,1099.4634914531448,0.02580580632184186,0.1205096910074435,0.2141388473085365,0.8304387825774646,0.9254987313941946,FALSE,FALSE,FALSE
LOR1b:ERV1:LTR,LOR1b,ERV1,LTR,1065.8569382031203,-0.019959116722237654,0.12642741904884236,-0.15787015880255298,0.8745591129745091,0.9440524700775337,FALSE,FALSE,FALSE
LTR06:ERV1:LTR,LTR06,ERV1,LTR,42.795696797613395,0.3026376774188404,0.5504577790347133,0.5497927160726986,0.5824615551785345,0.7873617931259399,FALSE,FALSE,FALSE
LTR101_Mam:ERVL:LTR,LTR101_Mam,ERVL,LTR,1484.0942683877088,0.25418533166339097,0.10501771957717151,2.4204042202288036,0.015503262839912569,0.08288672551012079,FALSE,FALSE,FALSE
LTR102_Mam:ERVL:LTR,LTR102_Mam,ERVL,LTR,498.07977040983974,-0.2165588724561384,0.16186807215113014,-1.3378726859361463,0.180937942407633,0.40688301378314995,FALSE,FALSE,FALSE
LTR103_Mam:ERV1:LTR,LTR103_Mam,ERV1,LTR,1119.1725637261322,-0.7409285199408421,0.12689634678948838,-5.838848309557623,5.2562898549923045e-9,1.719858040553482e-7,TRUE,TRUE,TRUE
LTR103b_Mam:ERV1:LTR,LTR103b_Mam,ERV1,LTR,495.8345330604372,0.028245749217446846,0.1583549043544684,0.17836990481974813,0.8584324827541165,0.9337736315064726,FALSE,FALSE,FALSE
LTR104_Mam:Gypsy:LTR,LTR104_Mam,Gypsy,LTR,2499.790384443436,-0.005449929433189315,0.10114312039749473,-0.05388334284893496,0.9570281078652897,0.9793656606470785,FALSE,FALSE,FALSE
LTR105_Mam:ERVL:LTR,LTR105_Mam,ERVL,LTR,512.6219912175342,0.13396093878663656,0.157774613094784,0.8490652340003443,0.39584499432904957,0.6399233307532857,FALSE,FALSE,FALSE
LTR106_Mam:LTR:LTR,LTR106_Mam,LTR,LTR,513.2745908315993,-0.023331258285629014,0.16186591645134038,-0.1441394136401951,0.8853903820874625,0.9454952122030603,FALSE,FALSE,FALSE
