ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1513	"ENSG00000084234"	"ENSG00000084234"	chr11	+	130069893	130070082	130069893	130070014	130109428	130109602	1513	1942,823,728	8,1,1	2829,1099,1028	4,2,2	118	50	1	1.0	0.99,0.997,0.997	0.997,0.996,0.995	-0.001
1514	"ENSG00000084234"	"ENSG00000084234"	chr11	+	130069893	130070082	130069893	130070037	130109428	130109602	1514	1659,700,611	13,16,10	2416,916,853	34,24,24	95	50	0.0384295808842	0.17952563622263307	0.985,0.958,0.97	0.974,0.953,0.949	0.012
1515	"ENSG00000084234"	"ENSG00000084234"	chr11	+	130109428	130109617	130109428	130109602	130110537	130110661	1515	0,0,0	2302,714,673	0,0,7	3018,1085,1372	65	50	1	1.0	0.0,0.0,0.0	0.0,0.0,0.004	-0.001
1521	"ENSG00000185875"	"ENSG00000185875"	chr10	+	25016657	25016789	25016657	25016692	25021741	25021908	1521	15,11,9	24,19,9	19,13,9	13,11,5	147	50	0.0287792072061	0.14572328728168096	0.175,0.165,0.254	0.332,0.287,0.38	-0.135
1522	"ENSG00000173698"	"ENSG00000173698"	chrX	-	19037588	19037636	19037597	19037636	19035941	19035977	1522	43,11,10	0,1,0	14,14,8	0,2,0	59	50	1	1.0	1.0,0.903,1.0	1.0,0.856,1.0	0.016
1523	"ENSG00000173698"	"ENSG00000173698"	chrX	-	19037588	19037636	19037597	19037636	19037466	19037490	1523	128,51,48	128,44,53	166,62,44	56,61,45	59	50	0.16553360093	0.5179786385437745	0.459,0.496,0.434	0.715,0.463,0.453	-0.081
1524	"ENSG00000070081"	"ENSG00000070081"	chr11	+	17276740	17276848	17276740	17276828	17282788	17282943	1524	2,6,2	44,47,21	12,7,2	21,39,14	70	50	0.00535980619071	0.04352013881518948	0.031,0.084,0.064	0.29,0.114,0.093	-0.106
1525	"ENSG00000070081"	"ENSG00000070081"	chr11	+	17286633	17286717	17286633	17286713	17291239	17291365	1525	0,0,0	0,1,0	0,3,0	0,0,0	54	50	1	1.0	NA,0.0,NA	NA,1.0,NA	-1.0
1526	"ENSG00000070081"	"ENSG00000070081"	chr11	+	17286633	17286717	17286633	17286713	17295323	17295467	1526	5,3,1	6,1,2	0,3,1	0,0,1	54	50	1	1.0	0.436,0.735,0.316	NA,1.0,0.481	-0.245
1527	"ENSG00000141644"	"ENSG00000141644"	chr18	-	50272823	50272955	50272847	50272955	50272676	50272738	1527	329,207,152	3,0,1	435,229,205	0,0,0	74	50	1	1.0	0.987,1.0,0.99	1.0,1.0,1.0	-0.008
1528	"ENSG00000141644"	"ENSG00000141644"	chr18	-	50279875	50280017	50279882	50280017	50277089	50277204	1528	8,2,1	119,85,84	0,3,0	99,120,57	57	50	0.037379551437	0.17612726120659306	0.056,0.02,0.01	0.0,0.021,0.0	0.022
1529	"ENSG00000196465"	"ENSG00000196465"	chr12	+	56155418	56155592	56155418	56155493	56157467	56157545	1529	744,674,668	2,4,5	1259,964,840	10,5,1	149	50	0.882725181436	1.0	0.992,0.983,0.978	0.977,0.985,0.996	-0.002
1530	"ENSG00000267107"	"ENSG00000267107"	chr19	-	41494539	41495427	41495301	41495427	41479080	41479284	1530	9,0,1	4,0,0	6,0,0	0,0,1	812	50	1	1.0	0.122,NA,1.0	1.0,NA,0.0	0.061
1532	"ENSG00000078114"	"ENSG00000078114"	chr10	-	20815618	20815717	20815624	20815717	20813938	20814043	1532	24,5,4	27,16,20	0,1,0	55,24,40	56	50	2.40837350063e-11	2.1511592107627163e-08	0.442,0.218,0.152	0.0,0.036,0.0	0.259
1533	"ENSG00000078114"	"ENSG00000078114"	chr10	-	20817597	20817692	20817599	20817692	20815624	20815717	1533	1,1,4	29,8,36	10,3,8	9,10,12	52	50	1.19342778074e-05	0.00046909103351582806	0.032,0.107,0.097	0.517,0.224,0.391	-0.299
1534	"ENSG00000078114"	"ENSG00000078114"	chr10	-	20818703	20819516	20819423	20819516	20817599	20817692	1534	796,449,377	20,8,19	585,268,335	42,4,7	770	50	0.796898723841	1.0	0.721,0.785,0.563	0.475,0.813,0.757	0.008
1535	"ENSG00000138780"	"ENSG00000138780"	chr4	+	105717592	105718039	105717592	105717778	105719059	105719527	1535	305,106,91	0,0,1	106,79,72	0,3,0	311	50	0.778436794081	1.0	1.0,1.0,0.936	1.0,0.809,1.0	0.042
1536	"ENSG00000142515"	"ENSG00000142515"	chr19	+	50854914	50855424	50854914	50855001	50856239	50856399	1536	1,0,0	3,2,6	0,2,0	0,0,0	473	50	1	1.0	0.034,0.0,0.0	NA,1.0,NA	-0.989
1540	"ENSG00000119655"	"ENSG00000119655"	chr14	-	74480701	74480779	74480710	74480779	74479941	74480288	1540	1303,697,629	18,38,47	952,468,592	28,44,45	59	50	0.0175236867161	0.1024355822959458	0.984,0.94,0.919	0.966,0.9,0.918	0.02
1542	"ENSG00000152455"	"ENSG00000152455"	chr10	+	14896845	14897517	14896845	14896977	14899538	14899685	1542	699,249,362	3,0,3	735,323,366	0,1,0	590	50	0.137329553328	0.4549805527914303	0.952,1.0,0.911	1.0,0.965,1.0	-0.034
1545	"ENSG00000222009"	"ENSG00000222009"	chr1	+	44810212	44810426	44810212	44810249	44810553	44810607	1545	426,113,131	4,0,0	530,150,224	0,0,1	227	50	0.452238124927	0.9900467970215598	0.959,1.0,1.0	1.0,1.0,0.98	-0.007
1546	"ENSG00000110455"	"ENSG00000110455"	chr11	+	44067627	44067778	44067627	44067774	44071255	44071315	1546	2,9,4	0,5,1	0,14,10	0,2,1	54	50	1	1.0	1.0,0.625,0.787	NA,0.866,0.903	-0.081
1547	"ENSG00000110455"	"ENSG00000110455"	chr11	+	44067627	44067915	44067627	44067774	44071255	44071315	1547	219,199,125	0,5,1	307,276,237	0,2,1	191	50	0.205512956693	0.6038295161782486	1.0,0.912,0.97	1.0,0.973,0.984	-0.025
1548	"ENSG00000110455"	"ENSG00000110455"	chr11	+	44067627	44067915	44067627	44067778	44071255	44071315	1548	217,190,121	0,0,0	307,262,228	0,0,1	187	50	1	1.0	1.0,1.0,1.0	1.0,1.0,0.984	0.005
1549	"ENSG00000110455"	"ENSG00000110455"	chr11	+	44073446	44073535	44073446	44073517	44074611	44074681	1549	1,2,5	36,44,37	0,9,2	81,76,56	68	50	0.825901034538	1.0	0.02,0.032,0.09	0.0,0.08,0.026	0.012
1550	"ENSG00000111247"	"ENSG00000111247"	chr12	+	4543762	4543911	4543762	4543904	4545218	4545312	1550	0,1,3	7,0,0	0,0,0	0,0,2	57	50	1	1.0	0.0,1.0,1.0	NA,NA,0.0	0.667
1551	"ENSG00000111247"	"ENSG00000111247"	chr12	+	4543762	4543911	4543762	4543904	4546308	4546418	1551	0,1,4	57,12,33	0,2,3	54,10,5	57	50	0.717598789179	1.0	0.0,0.068,0.096	0.0,0.149,0.345	-0.11
1552	"ENSG00000111247"	"ENSG00000111247"	chr12	+	4543762	4543911	4543762	4543904	4548091	4548178	1552	0,2,3	0,1,0	0,0,0	0,2,0	57	50	1	1.0	NA,0.637,1.0	NA,0.0,NA	0.819
1553	"ENSG00000167646"	"ENSG00000167646"	chr19	-	55165781	55166000	55165857	55166000	55165369	55165463	1553	0,1,2	3,1,5	12,13,3	23,17,8	126	50	0.0110369084086	0.0730953860259757	0.0,0.284,0.137	0.172,0.233,0.13	-0.038
1554	"ENSG00000167646"	"ENSG00000167646"	chr19	-	55166511	55166576	55166522	55166576	55166328	55166417	1554	0,4,1	2,0,3	0,20,11	0,17,4	61	50	1	1.0	0.0,1.0,0.215	NA,0.491,0.693	-0.187
1555	"ENSG00000168621"	"ENSG00000168621"	chr5	-	37834645	37834822	37834723	37834822	37812676	37816135	1555	12,8,0	3,0,0	16,13,2	0,0,1	128	50	1	1.0	0.61,1.0,NA	1.0,1.0,0.439	-0.008
1556	"ENSG00000206149"	"ENSG00000206149"	chr15	+	28641169	28641312	28641169	28641226	28641429	28641581	1556	45,12,17	4,0,6	27,8,28	0,1,5	136	50	0.472401130234	1.0	0.805,1.0,0.51	1.0,0.746,0.673	-0.035
1557	"ENSG00000206149"	"ENSG00000206149"	chr15	+	28655272	28655691	28655272	28655420	28655795	28656026	1557	59,24,40	32,17,14	52,55,25	46,10,18	321	50	0.970820633375	1.0	0.223,0.18,0.308	0.15,0.461,0.178	-0.026
1558	"ENSG00000150455"	"ENSG00000150455"	chr11	+	126289664	126289833	126289664	126289817	126290461	126290585	1558	18,3,2	0,4,0	0,2,0	0,0,1	66	50	1	1.0	1.0,0.362,1.0	NA,1.0,0.0	0.287
1560	"ENSG00000087053"	"ENSG00000087053"	chr11	-	95865439	95865676	95865600	95865676	95862271	95862366	1560	25,5,0	132,44,55	32,17,14	157,61,46	211	50	0.00669520145194	0.051025204239529075	0.043,0.026,0.0	0.046,0.062,0.067	-0.035
1562	"ENSG00000156345"	"ENSG00000156345"	chr9	-	87970567	87970897	87970775	87970897	87969193	87969349	1562	51,55,9	7,6,1	48,72,42	6,7,0	258	50	0.249795154744	0.690764805626442	0.585,0.64,0.636	0.608,0.666,1.0	-0.138
1563	"ENSG00000156345"	"ENSG00000156345"	chr9	-	87970567	87970897	87970775	87970897	87969795	87969919	1563	52,62,10	0,0,2	56,77,43	0,2,1	258	50	0.25372853403	0.6976567576291487	1.0,1.0,0.492	1.0,0.882,0.893	-0.094
1564	"ENSG00000178028"	"ENSG00000178028"	chr1	+	44220016	44220443	44220016	44220309	44220558	44220681	1564	18,0,4	110,107,68	23,8,5	191,98,100	184	50	0.480088414844	1.0	0.043,0.0,0.016	0.032,0.022,0.013	-0.003
1565	"ENSG00000188603"	"ENSG00000188603"	chr16	-	28482607	28482672	28482625	28482672	28482326	28482382	1565	1,7,1	0,1,0	9,5,0	0,0,0	68	50	1	1.0	1.0,0.837,1.0	1.0,1.0,NA	-0.054
1566	"ENSG00000188603"	"ENSG00000188603"	chr16	-	28491481	28491835	28491713	28491835	28489289	28489386	1566	204,152,171	7,0,3	149,114,72	0,5,3	282	50	0.687150108711	1.0	0.838,1.0,0.91	1.0,0.802,0.81	0.045
1568	"ENSG00000134905"	"ENSG00000134905"	chr13	-	110645966	110647239	110647100	110647239	110644384	110644483	1568	1193,1293,924	5,6,6	925,965,794	0,4,2	1184	50	0.0259695042471	0.13486023949714954	0.91,0.901,0.867	1.0,0.911,0.944	-0.059
1569	"ENSG00000108515"	"ENSG00000108515"	chr17	+	4951118	4951214	4951118	4951182	4951827	4951914	1569	28,9,14	28,9,17	70,48,21	149,99,62	82	50	0.00243735026442	0.02366349191499939	0.379,0.379,0.334	0.223,0.228,0.171	0.157
1570	"ENSG00000130066"	"ENSG00000130066"	chrX	+	23783799	23783927	23783799	23783883	23785327	23785429	1570	3679,1203,978	4362,1781,2316	4404,1563,1739	3735,1302,2002	94	50	3.50799175497e-06	0.00020085501509866695	0.31,0.264,0.183	0.385,0.39,0.316	-0.111
1571	"ENSG00000151612"	"ENSG00000151612"	chr4	-	145764978	145765165	145764987	145765165	145763089	145763122	1571	4,2,3	15,7,8	23,11,8	30,9,12	59	50	0.00734250584773	0.05402245653371035	0.184,0.195,0.241	0.394,0.509,0.361	-0.215
1572	"ENSG00000149503"	"ENSG00000149503"	chr11	+	62123997	62124163	62123997	62124055	62128150	62128301	1572	60,73,83	0,0,0	161,46,55	0,1,0	158	50	1	1.0	1.0,1.0,1.0	1.0,0.936,1.0	0.021
1573	"ENSG00000155229"	"ENSG00000155229"	chr10	-	97461495	97461896	97461827	97461896	97460906	97461007	1573	402,271,221	1,6,1	538,249,197	7,4,9	382	50	0.0209883112309	0.11672951177733425	0.981,0.855,0.967	0.91,0.891,0.741	0.087
1574	"ENSG00000155229"	"ENSG00000155229"	chr10	-	97480894	97481042	97480941	97481042	97478303	97478389	1574	0,0,0	84,38,44	0,4,1	62,54,21	97	50	0.614100553109	1.0	0.0,0.0,0.0	0.0,0.037,0.024	-0.02
1575	"ENSG00000136828"	"ENSG00000136828"	chr9	+	126914773	126915012	126914773	126914975	126962224	126962346	1575	9,17,12	0,0,0	0,7,2	0,0,1	87	50	1	1.0	1.0,1.0,1.0	NA,1.0,0.535	0.232
1576	"ENSG00000171163"	"ENSG00000171163"	chr1	-	248856287	248856422	248856372	248856422	248855557	248855946	1576	376,307,264	9,8,6	516,340,299	0,9,12	135	50	0.416909738547	0.9466054098479431	0.939,0.934,0.942	1.0,0.933,0.902	-0.007
1577	"ENSG00000171163"	"ENSG00000171163"	chr1	-	248856287	248856422	248856372	248856422	248855781	248855943	1577	294,245,216	0,1,1	385,260,239	0,0,1	135	50	1	1.0	1.0,0.989,0.988	1.0,1.0,0.989	-0.004
1578	"ENSG00000171163"	"ENSG00000171163"	chr1	-	248858917	248859072	248859014	248859072	248858130	248858321	1578	120,107,94	0,1,0	175,134,126	0,0,0	147	50	1	1.0	1.0,0.973,1.0	1.0,1.0,1.0	-0.009
1579	"ENSG00000108788"	"ENSG00000108788"	chr17	+	42567071	42567328	42567071	42567166	42567618	42567655	1579	21,33,15	71,132,127	18,4,5	122,102,91	212	50	0.000127608241246	0.002555598230514063	0.065,0.056,0.027	0.034,0.009,0.013	0.031
1580	"ENSG00000152270"	"ENSG00000152270"	chr11	+	14786436	14786685	14786436	14786532	14789105	14789242	1580	16,0,5	0,0,0	0,8,1	0,1,0	203	50	1	1.0	1.0,NA,1.0	NA,0.663,1.0	0.168
1582	"ENSG00000186474"	"ENSG00000186474"	chr19	-	51031779	51032135	51031875	51032135	51030787	51030921	1582	1,0,0	0,0,16	4,9,0	0,0,4	146	50	1	1.0	1.0,NA,0.0	1.0,1.0,0.0	-0.167
1583	"ENSG00000186474"	"ENSG00000186474"	chr19	-	51034424	51034640	51034584	51034640	51033979	51034139	1583	2,0,5	2,4,15	26,30,2	19,21,11	210	50	0.00391678773004	0.03429877255364439	0.192,0.0,0.074	0.246,0.254,0.041	-0.092
1584	"ENSG00000129158"	"ENSG00000129158"	chr11	-	18010070	18010139	18010074	18010139	18007940	18008076	1584	5,1,3	2,7,0	5,7,5	0,4,1	54	50	0.251106685473	0.6922752342641938	0.698,0.117,1.0	1.0,0.618,0.822	-0.208
1585	"ENSG00000143379"	"ENSG00000143379"	chr1	+	150926423	150926517	150926423	150926463	150927703	150927974	1585	133,60,55	5,1,1	166,72,59	18,4,3	104	50	0.00246024057086	0.023730959804450887	0.927,0.966,0.964	0.816,0.896,0.904	0.08
1586	"ENSG00000109846"	"ENSG00000109846"	chr11	-	111913104	111913213	111913138	111913213	111911523	111911922	1586	3,6,23	1,5,0	24,25,21	6,6,3	84	50	0.608528329097	1.0	0.641,0.417,1.0	0.704,0.713,0.806	-0.055
1587	"ENSG00000125744"	"ENSG00000125744"	chr19	-	45494117	45494420	45494165	45494420	45489345	45489553	1587	10,1,0	2,5,3	0,2,0	10,17,3	98	50	0.00694805724083	0.052239097032907036	0.718,0.093,0.0	0.0,0.057,0.0	0.251
1589	"ENSG00000165816"	"ENSG00000165816"	chr10	+	114284862	114284974	114284862	114284970	114285938	114286511	1589	23,0,1	95,54,46	0,6,7	181,83,87	54	50	0.00947215154049	0.06594237003149866	0.183,0.0,0.02	0.0,0.063,0.069	0.024
1590	"ENSG00000162688"	"ENSG00000162688"	chr1	+	99850488	99850898	99850488	99850618	99850974	99851124	1590	2,10,0	0,0,0	3,18,3	11,0,0	330	50	1	1.0	1.0,1.0,NA	0.04,1.0,1.0	0.32
1591	"ENSG00000030419"	"ENSG00000030419"	chr2	-	213056832	213057099	213056910	213057099	213049712	213049880	1591	86,23,20	32,15,11	94,30,22	20,17,18	128	50	0.882257731827	1.0	0.512,0.375,0.415	0.647,0.408,0.323	-0.025
1592	"ENSG00000163050"	"ENSG00000163050"	chr1	+	226983760	226984235	226983760	226983854	226984547	226984655	1592	183,106,116	0,0,1	440,187,194	0,0,0	431	50	1	1.0	1.0,1.0,0.931	1.0,1.0,1.0	-0.023
1593	"ENSG00000100918"	"ENSG00000100918"	chr14	+	24178605	24178916	24178605	24178672	24179396	24179463	1593	938,346,418	0,0,2	1101,470,594	0,0,0	294	50	1	1.0	1.0,1.0,0.973	1.0,1.0,1.0	-0.009
1595	"ENSG00000197472"	"ENSG00000197472"	chr1	-	246999911	247000074	246999947	247000074	246999347	246999440	1595	33,8,6	2,3,4	0,8,1	4,0,0	86	50	0.321491889551	0.8061666360105367	0.906,0.608,0.466	0.0,1.0,1.0	-0.007
1596	"ENSG00000148187"	"ENSG00000148187"	chr9	+	122265461	122265780	122265461	122265545	122270863	122271075	1596	102,49,39	3,4,1	89,45,48	0,0,7	285	50	0.536256959565	1.0	0.856,0.682,0.872	1.0,1.0,0.546	-0.045
1597	"ENSG00000148187"	"ENSG00000148187"	chr9	+	122285168	122285946	122285168	122285287	122286038	122286166	1597	944,375,356	0,4,2	910,440,615	0,2,5	709	50	0.865480536701	1.0	1.0,0.869,0.926	1.0,0.939,0.897	-0.014
1598	"ENSG00000154265"	"ENSG00000154265"	chr17	-	69273942	69274128	69273958	69274128	69271161	69271289	1598	81,18,35	105,39,47	89,32,34	33,66,78	66	50	0.616182429711	1.0	0.369,0.259,0.361	0.671,0.269,0.248	-0.066
1599	"ENSG00000133943"	"ENSG00000133943"	chr14	+	91114062	91114528	91114062	91114283	91157638	91157690	1599	190,107,111	54,36,65	111,68,114	68,45,38	295	50	0.158377165568	0.5030671560645007	0.374,0.335,0.224	0.217,0.204,0.337	0.058
1600	"ENSG00000133943"	"ENSG00000133943"	chr14	+	91170002	91170201	91170002	91170186	91173288	91173439	1600	164,84,49	0,0,54	144,53,37	0,0,42	65	50	0.921040325071	1.0	1.0,1.0,0.411	1.0,1.0,0.404	0.002
1601	"ENSG00000133943"	"ENSG00000133943"	chr14	+	91173288	91173439	91173288	91173403	91175933	91176056	1601	206,153,122	16,5,11	182,105,99	28,8,10	86	50	0.0240924271147	0.12809140415982168	0.882,0.947,0.866	0.791,0.884,0.852	0.056
1602	"ENSG00000133943"	"ENSG00000133943"	chr14	+	91204705	91204867	91204705	91204825	91215404	91215793	1602	5,6,0	285,157,149	4,5,1	229,108,132	92	50	1	1.0	0.009,0.02,0.0	0.009,0.025,0.004	-0.003
1603	"ENSG00000133943"	"ENSG00000133943"	chr14	+	91215404	91215793	91215404	91215556	91223678	91223795	1603	478,187,187	2,3,1	335,86,160	15,0,0	287	50	0.0158493267941	0.09526661300464416	0.977,0.916,0.97	0.796,1.0,1.0	0.022
1604	"ENSG00000133943"	"ENSG00000133943"	chr14	+	91215404	91215793	91215404	91215556	91224683	91225355	1604	499,196,194	175,66,63	335,89,165	178,58,58	287	50	0.0120111712095	0.07819517583327551	0.332,0.341,0.349	0.247,0.211,0.331	0.078
1606	"ENSG00000143702"	"ENSG00000143702"	chr1	-	243142285	243142463	243142366	243142463	243139936	243140107	1606	13,6,10	13,2,6	0,4,3	18,2,0	131	50	0.269200622807	0.7209239449847409	0.276,0.534,0.389	0.0,0.433,1.0	-0.078
1607	"ENSG00000143702"	"ENSG00000143702"	chr1	-	243142315	243142463	243142366	243142463	243139936	243140107	1607	1,2,1	13,2,6	0,0,2	18,2,0	101	50	0.715515348238	1.0	0.037,0.331,0.076	0.0,0.0,1.0	-0.185
1609	"ENSG00000174371"	"ENSG00000174371"	chr1	+	241853357	241853481	241853357	241853472	241857344	241857482	1609	12,18,18	0,0,0	17,7,1	0,0,3	59	50	0.156634510441	0.499425584366147	1.0,1.0,1.0	1.0,1.0,0.22	0.26
1610	"ENSG00000162909"	"ENSG00000162909"	chr1	+	223761580	223761739	223761580	223761617	223762185	223762251	1610	95,23,31	869,428,388	231,33,53	1486,524,510	172	50	0.027179424695	0.13952104676766666	0.031,0.015,0.023	0.043,0.018,0.029	-0.007
1611	"ENSG00000189159"	"ENSG00000189159"	chr17	-	75147519	75147653	75147555	75147653	75146665	75146684	1611	2,0,0	220,118,123	0,0,0	275,188,102	86	50	1	1.0	0.005,0.0,0.0	0.0,0.0,0.0	0.002
1612	"ENSG00000147124"	"ENSG00000147124"	chrX	-	47467323	47467548	47467409	47467548	47456271	47456438	1612	5,6,8	0,1,0	16,0,4	0,0,0	136	50	1	1.0	1.0,0.688,1.0	1.0,NA,1.0	-0.104
1613	"ENSG00000175376"	"ENSG00000175376"	chr11	-	66000052	66000161	66000098	66000161	65999566	65999675	1613	120,94,99	0,2,2	94,59,78	0,1,0	96	50	0.490501500393	1.0	1.0,0.961,0.963	1.0,0.968,1.0	-0.015
1615	"ENSG00000177302"	"ENSG00000177302"	chr17	-	18290539	18290686	18290556	18290686	18285406	18285520	1615	3,0,0	27,17,18	0,1,1	26,27,21	67	50	0.781762502958	1.0	0.077,0.0,0.0	0.0,0.027,0.034	0.005
1616	"ENSG00000177302"	"ENSG00000177302"	chr17	-	18308312	18308424	18308350	18308424	18306890	18306966	1616	0,4,3	10,21,8	0,1,8	70,14,5	88	50	0.882972585141	1.0	0.0,0.098,0.176	0.0,0.039,0.476	-0.08
1617	"ENSG00000166979"	"ENSG00000166979"	chr21	+	32501414	32501495	32501414	32501486	32503925	32504015	1617	100,44,42	27,1,6	120,59,47	0,7,18	59	50	0.351513668359	0.8476566106324481	0.758,0.974,0.856	1.0,0.877,0.689	0.007
1618	"ENSG00000166979"	"ENSG00000166979"	chr21	+	32501414	32501538	32501414	32501486	32503925	32504015	1618	37,9,1	27,1,6	23,16,6	0,7,18	102	50	0.392051358187	0.9105051303500478	0.402,0.815,0.076	1.0,0.528,0.14	-0.125
1619	"ENSG00000166979"	"ENSG00000166979"	chr21	+	32501414	32501538	32501414	32501495	32503925	32504015	1619	29,8,1	92,43,42	6,6,4	103,49,45	93	50	0.00373863695837	0.03336435699618056	0.145,0.091,0.013	0.03,0.062,0.046	0.037
1621	"ENSG00000114745"	"ENSG00000114745"	chr3	-	39100746	39100877	39100787	39100877	39100304	39100503	1621	175,92,92	0,5,0	164,78,74	20,2,0	91	50	0.000341614965072	0.005297404284762333	1.0,0.91,1.0	0.818,0.955,1.0	0.046
1622	"ENSG00000114745"	"ENSG00000114745"	chr3	-	39102677	39102881	39102692	39102881	39101022	39101102	1622	61,74,72	0,0,1	49,57,22	0,0,0	65	50	1	1.0	1.0,1.0,0.982	1.0,1.0,1.0	-0.006
1623	"ENSG00000114745"	"ENSG00000114745"	chr3	-	39102677	39102881	39102692	39102881	39101509	39101570	1623	21,19,27	4,0,0	35,10,10	0,0,2	65	50	0.511567290531	1.0	0.802,1.0,1.0	1.0,1.0,0.794	0.003
1624	"ENSG00000154832"	"ENSG00000154832"	chr18	-	50284719	50284839	50284731	50284839	50284377	50284562	1624	22,16,12	242,266,218	21,9,17	335,229,234	62	50	0.48968258128	1.0	0.068,0.046,0.043	0.048,0.031,0.055	0.008
1625	"ENSG00000177830"	"ENSG00000177830"	chr11	-	883147	883303	883199	883303	870418	870489	1625	198,115,128	0,0,0	148,132,90	0,2,0	102	50	1	1.0	1.0,1.0,1.0	1.0,0.97,1.0	0.01
1626	"ENSG00000177830"	"ENSG00000177830"	chr11	-	883147	883303	883199	883303	870418	870499	1626	385,220,240	3,5,4	368,249,180	44,5,3	102	50	2.59837834387e-05	0.0007773843602523974	0.984,0.956,0.967	0.804,0.961,0.967	0.058
1627	"ENSG00000177830"	"ENSG00000177830"	chr11	-	883147	883303	883199	883303	882327	882515	1627	194,107,126	0,0,0	166,127,97	0,0,1	102	50	1	1.0	1.0,1.0,1.0	1.0,1.0,0.979	0.007
1628	"ENSG00000177830"	"ENSG00000177830"	chr11	-	902147	902330	902197	902330	900935	900980	1628	18,3,1	279,160,164	28,5,4	330,172,144	100	50	0.0940039508596	0.3461872064488938	0.031,0.009,0.003	0.041,0.014,0.014	-0.009
1629	"ENSG00000102038"	"ENSG00000102038"	chrX	-	129448301	129448443	129448332	129448443	129446504	129447301	1629	64,32,28	185,50,41	46,38,73	250,38,65	81	50	0.585008800445	1.0	0.176,0.283,0.297	0.102,0.382,0.409	-0.046
1630	"ENSG00000102038"	"ENSG00000102038"	chrX	-	129448301	129448443	129448332	129448443	129446845	129447233	1630	67,33,29	310,144,137	61,32,70	356,160,189	81	50	0.638187316044	1.0	0.118,0.124,0.116	0.096,0.11,0.186	-0.011
1631	"ENSG00000148498"	"ENSG00000148498"	chr10	-	34337274	34337426	34337277	34337426	34331116	34331344	1631	22,10,5	0,0,0	74,14,8	16,0,2	53	50	1.19741105734e-05	0.00046909103351582806	1.0,1.0,1.0	0.814,1.0,0.791	0.132
1632	"ENSG00000148498"	"ENSG00000148498"	chr10	-	34337274	34337426	34337277	34337426	34336198	34336243	1632	112,49,44	22,4,2	234,99,66	8,17,13	53	50	0.551526197818	1.0	0.828,0.92,0.954	0.965,0.846,0.827	0.021
1633	"ENSG00000148498"	"ENSG00000148498"	chr10	-	34337274	34337426	34337364	34337426	34336198	34336243	1633	422,160,143	16,7,5	689,247,174	23,15,15	140	50	0.247810693318	0.6865977055877432	0.904,0.891,0.911	0.915,0.855,0.806	0.043
1634	"ENSG00000148498"	"ENSG00000148498"	chr10	-	34337277	34337426	34337364	34337426	34336198	34336243	1634	332,115,101	16,7,5	463,165,121	23,15,15	137	50	0.117537583593	0.405345828823427	0.883,0.857,0.881	0.88,0.801,0.746	0.065
1635	"ENSG00000148498"	"ENSG00000148498"	chr10	-	34347955	34348115	34347964	34348115	34341626	34341816	1635	67,27,17	120,43,61	69,27,28	148,73,72	59	50	0.544861636662	1.0	0.321,0.347,0.191	0.283,0.239,0.248	0.03
1636	"ENSG00000148498"	"ENSG00000148498"	chr10	-	34347955	34348115	34347964	34348115	34346197	34346449	1636	34,7,1	34,6,6	16,11,12	37,18,12	59	50	0.650599731024	1.0	0.459,0.497,0.124	0.268,0.341,0.459	0.004
1637	"ENSG00000020922"	"ENSG00000020922"	chr11	-	94492641	94492906	94492781	94492906	94490832	94490965	1637	0,0,0	124,15,21	0,4,0	122,22,20	190	50	1	1.0	0.0,0.0,0.0	0.0,0.046,0.0	-0.015
1638	"ENSG00000169247"	"ENSG00000169247"	chr5	-	149041415	149041617	149041473	149041617	149040603	149040677	1638	6,0,1	5,0,0	0,0,1	0,0,0	108	50	1	1.0	0.357,NA,1.0	NA,NA,1.0	-0.322
1639	"ENSG00000061273"	"ENSG00000061273"	chr12	-	47785710	47785885	47785751	47785885	47785386	47785471	1639	11,6,2	234,63,102	17,9,13	237,123,105	91	50	0.0351460074454	0.16859513345988872	0.025,0.05,0.011	0.038,0.039,0.064	-0.018
1640	"ENSG00000061273"	"ENSG00000061273"	chr12	-	47796206	47796298	47796214	47796298	47795586	47795767	1640	107,32,37	1,4,1	174,59,37	0,1,2	58	50	0.273732881154	0.7260339234427667	0.989,0.873,0.97	1.0,0.981,0.941	-0.03
1641	"ENSG00000106258"	"ENSG00000106258"	chr7	-	99662815	99664095	99663967	99664095	99652552	99652779	1641	5113,2465,1448	0,1,0	3532,850,947	0,0,0	1202	50	1	1.0	1.0,0.99,1.0	1.0,1.0,1.0	-0.003
1646	"ENSG00000272752"	"ENSG00000272752"	chr7	+	100352563	100352914	100352563	100352667	100352996	100353123	1646	1716,733,656	0,0,0	2040,850,818	0,0,1	297	50	1	1.0	1.0,1.0,1.0	1.0,1.0,0.993	0.002
1647	"ENSG00000272752"	"ENSG00000272752"	chr7	+	100353372	100354012	100353372	100353483	100355142	100355240	1647	4103,1565,1558	53,10,39	5996,1943,2268	55,12,39	579	50	0.157430774747	0.5007229155084739	0.87,0.931,0.775	0.904,0.933,0.834	-0.032
