Ensembl_ID,gene_symbol,GNF_GeneAtlas_Specificity
ENSMUSG00000034880,Mrpl34,NRE
ENSMUSG00000034881,Tbxa2r,TRE
ENSMUSG00000034883,Lrr1,TRE
ENSMUSG00000034889,2510012J08Rik,NRE
ENSMUSG00000034891,Sncb,TRE
ENSMUSG00000034892,Rps29,NRE
ENSMUSG00000034893,Cog3,NRE
ENSMUSG00000034898,Filip1,TRE+NRE
ENSMUSG00000034902,Pip5k1c,TRE+NRE
ENSMUSG00000034903,Cobll1,TRE+NRE
ENSMUSG00000034906,Ncaph,NRE
ENSMUSG00000034908,Sidt2,NRE
ENSMUSG00000034910,Pygo1,not detected
ENSMUSG00000034911,Ushbp1,TRE
ENSMUSG00000034912,Mdga2,TRE
ENSMUSG00000034913,Spert,TRE
ENSMUSG00000034917,Tjp3,NRE
ENSMUSG00000034918,Cdhr2,TRE
ENSMUSG00000034919,Ttc22,TRE
ENSMUSG00000034923,Ly6g6f,not present
ENSMUSG00000034926,Dhcr24,NRE
ENSMUSG00000034928,Rnf44,NRE
ENSMUSG00000034930,Rtkn,NRE
ENSMUSG00000034931,Dhx8,NRE
ENSMUSG00000034932,Mrpl54,NRE
ENSMUSG00000034936,Arl4d,NRE
ENSMUSG00000034940,Synrg,NRE
ENSMUSG00000034947,Tmem106a,TRE
ENSMUSG00000034949,Zfr2,TRE
ENSMUSG00000034951,Cog7,NRE
ENSMUSG00000034953,1700047I17Rik2,NRE
ENSMUSG00000034957,Cebpa,NRE
ENSMUSG00000034958,Atcay,TRE
ENSMUSG00000034959,5031414D18Rik,not present
ENSMUSG00000034968,Lbx2,not detected
ENSMUSG00000034973,Dopey1,NRE
ENSMUSG00000034974,Dapk3,NRE
ENSMUSG00000034981,Parm1,NRE
ENSMUSG00000034987,Hrh2,not detected
ENSMUSG00000034990,Otoa,TRE
ENSMUSG00000034993,Vat1,NRE
ENSMUSG00000034994,Eef2,NRE
ENSMUSG00000034997,Htr2a,not present
ENSMUSG00000034998,Foxn2,TRE+NRE
ENSMUSG00000035000,Dpp4,TRE+NRE
ENSMUSG00000035004,Igsf6,TRE
ENSMUSG00000035007,Rundc1,NRE
ENSMUSG00000035011,Zbtb7a,NRE
ENSMUSG00000035020,Epgn,TRE
ENSMUSG00000035021,Baz1a,NRE
ENSMUSG00000035024,Ncapd3,TRE+NRE
ENSMUSG00000035027,Map2k2,NRE
ENSMUSG00000035031,C8a,TRE
ENSMUSG00000035032,Nek11,not detected
ENSMUSG00000035033,Tbr1,TRE
ENSMUSG00000035041,Creb3l3,TRE
ENSMUSG00000035042,Ccl5,TRE
ENSMUSG00000035045,Zc3h12b,not present
ENSMUSG00000035047,Kri1,NRE
ENSMUSG00000035048,Anapc13,NRE
ENSMUSG00000035049,Rrp12,NRE
ENSMUSG00000035051,Dhx57,NRE
ENSMUSG00000035057,4933434I20Rik,TRE
ENSMUSG00000035062,Zc4h2,NRE
ENSMUSG00000035064,Eef2k,TRE+NRE
ENSMUSG00000035067,Xkr6,TRE
ENSMUSG00000035069,Oma1,NRE
ENSMUSG00000035078,Mtmr9,TRE
ENSMUSG00000035085,1700020L24Rik,not detected
ENSMUSG00000035086,Becn1,NRE
ENSMUSG00000035093,Secisbp2l,NRE
ENSMUSG00000035095,Fam167a,TRE
ENSMUSG00000035104,Fam176a,NRE
ENSMUSG00000035105,Egln3,TRE
ENSMUSG00000035107,Dcbld2,TRE+NRE
ENSMUSG00000035109,Shc4,TRE
ENSMUSG00000035112,Wnk4,TRE
ENSMUSG00000035121,Neil2,not present
ENSMUSG00000035125,AW146020,NRE
ENSMUSG00000035126,Wdr78,TRE
ENSMUSG00000035131,Fam5c,TRE
ENSMUSG00000035133,Arhgap5,NRE
ENSMUSG00000035139,Secisbp2,NRE
ENSMUSG00000035142,Nubpl,NRE
ENSMUSG00000035148,Gpr33,not detected
ENSMUSG00000035150,Eif2s3x,NRE
ENSMUSG00000035151,Elmod2,NRE
ENSMUSG00000035152,Ap2b1,TRE+NRE
ENSMUSG00000035158,Mitf,TRE+NRE
ENSMUSG00000035161,Ints6,not present
ENSMUSG00000035164,Zc3h12c,TRE
ENSMUSG00000035165,Kcne3,NRE
ENSMUSG00000035168,Tanc1,NRE
ENSMUSG00000035171,1110059E24Rik,NRE
ENSMUSG00000035172,Plekhh3,NRE
ENSMUSG00000035173,A630007B06Rik,NRE
ENSMUSG00000035177,Nlrp2,not present
ENSMUSG00000035179,Ppp1r32,TRE
ENSMUSG00000035181,Heatr5a,NRE
ENSMUSG00000035183,Slc24a5,not present
ENSMUSG00000035184,Fam124a,NRE
ENSMUSG00000035186,Ubd,TRE
ENSMUSG00000035187,Nkx6-1,not detected
ENSMUSG00000035189,Ano4,NRE
ENSMUSG00000035191,Rfpl4,TRE
ENSMUSG00000035198,Tubg1,NRE
ENSMUSG00000035199,Arl6ip5,NRE
ENSMUSG00000035200,Chrnb4,TRE
ENSMUSG00000035201,B020004J07Rik,not present
ENSMUSG00000035202,Lars2,TRE+NRE
ENSMUSG00000035203,Epn1,NRE
ENSMUSG00000035206,3110056O03Rik,NRE
ENSMUSG00000035208,Slfn8,NRE
ENSMUSG00000035211,Xrra1,not present
ENSMUSG00000035212,Leprot,NRE
ENSMUSG00000035215,Lsm7,not present
ENSMUSG00000035226,Rims4,TRE
ENSMUSG00000035227,Spcs2,NRE
ENSMUSG00000035228,Ccdc106,TRE
ENSMUSG00000035232,Pdk3,NRE
ENSMUSG00000035234,Fam175a,NRE
ENSMUSG00000035235,Trim13,NRE
ENSMUSG00000035236,Scai,NRE
ENSMUSG00000035237,Lcat,TRE
ENSMUSG00000035238,Kcnk15,not detected
ENSMUSG00000035239,Neu3,not detected
ENSMUSG00000035242,Oaz1,NRE
ENSMUSG00000035245,A130022J15Rik,NRE
ENSMUSG00000035246,Pcyt1b,NRE
ENSMUSG00000035247,Hectd1,NRE
ENSMUSG00000035248,Zcchc6,NRE
ENSMUSG00000035258,Abi3bp,TRE+NRE
ENSMUSG00000035262,Amh,not detected
ENSMUSG00000035266,Helq,TRE
ENSMUSG00000035268,Pkig,NRE
ENSMUSG00000035270,Impg2,not present
ENSMUSG00000035273,Hpse,TRE
ENSMUSG00000035274,Tpbg,TRE
ENSMUSG00000035275,Raver2,not present
ENSMUSG00000035277,Arx,TRE
ENSMUSG00000035278,Plekhj1,NRE
ENSMUSG00000035279,A430110N23Rik,not detected
ENSMUSG00000035283,Adrb1,TRE
ENSMUSG00000035284,Vps13c,not present
ENSMUSG00000035285,Nat14,TRE+NRE
ENSMUSG00000035293,G2e3,NRE
ENSMUSG00000035295,Wdr38,TRE+NRE
ENSMUSG00000035296,Sgcg,TRE
ENSMUSG00000035297,Cops4,NRE
ENSMUSG00000035298,Klhl35,TRE
ENSMUSG00000035299,Mid1,NRE
ENSMUSG00000035305,Ror1,NRE
ENSMUSG00000035310,Lin54,TRE+NRE
ENSMUSG00000035311,Gnptab,TRE+NRE
ENSMUSG00000035314,Gdpd5,NRE
ENSMUSG00000035325,Sec31a,NRE
ENSMUSG00000035329,Fbxo33,NRE
ENSMUSG00000035337,Uchl4,NRE
ENSMUSG00000035342,Lzts2,NRE
ENSMUSG00000035349,Mia2,TRE
ENSMUSG00000035351,Nup37,NRE
ENSMUSG00000035352,Ccl12,TRE
ENSMUSG00000035354,Uvrag,NRE
ENSMUSG00000035355,Kcnh4,not present
ENSMUSG00000035356,Nfkbiz,NRE
ENSMUSG00000035357,Pdzrn3,NRE
ENSMUSG00000035364,4930524J08Rik,TRE
ENSMUSG00000035365,4930547N16Rik,TRE+NRE
ENSMUSG00000035367,Rmi1,TRE+NRE
ENSMUSG00000035370,Adat3,TRE
ENSMUSG00000035371,Ssx9,not present
ENSMUSG00000035372,1810055G02Rik,NRE
ENSMUSG00000035373,Ccl7,TRE
ENSMUSG00000035376,Ptplb,TRE+NRE
ENSMUSG00000035378,Shq1,TRE
ENSMUSG00000035382,Pcsk7,NRE
ENSMUSG00000035383,Pmch,TRE
ENSMUSG00000035385,Ccl2,TRE
ENSMUSG00000035387,4930415L06Rik,not present
ENSMUSG00000035390,Brsk1,TRE
ENSMUSG00000035392,Dennd1a,NRE
ENSMUSG00000035394,Ccdc11,TRE
ENSMUSG00000035395,Pet2,not detected
ENSMUSG00000035397,Klf16,TRE
ENSMUSG00000035399,3230401D17Rik,NRE
ENSMUSG00000035401,2210018M11Rik,NRE
ENSMUSG00000035403,Crb2,not present
ENSMUSG00000035407,Kank4,TRE
ENSMUSG00000035413,Tmem98,NRE
ENSMUSG00000035420,Fam170a,TRE
ENSMUSG00000035427,Mageb4,not present
ENSMUSG00000035429,Ptprh,not present
ENSMUSG00000035431,Sstr1,not detected
ENSMUSG00000035435,Abca17,not present
ENSMUSG00000035437,Rabgap1,NRE
ENSMUSG00000035439,Haus8,TRE
ENSMUSG00000035441,Myo1d,NRE
ENSMUSG00000035443,Thyn1,NRE
ENSMUSG00000035448,Ccr3,TRE
ENSMUSG00000035451,Foxa1,NRE
ENSMUSG00000035454,1700072E05Rik,TRE
ENSMUSG00000035455,Fignl1,NRE
ENSMUSG00000035456,Prdm8,TRE
ENSMUSG00000035458,Tnni3,TRE
ENSMUSG00000035459,Stab2,TRE
ENSMUSG00000035469,Rcbtb1,NRE
ENSMUSG00000035472,Slc25a21,not present
ENSMUSG00000035473,Galm,NRE
ENSMUSG00000035476,Tab3,NRE
ENSMUSG00000035478,Mbd3,NRE
ENSMUSG00000035486,Plk5,TRE
ENSMUSG00000035491,1600014K23Rik,TRE
ENSMUSG00000035493,Tgfbi,NRE
ENSMUSG00000035495,Tstd2,NRE
ENSMUSG00000035498,Cdcp1,NRE
ENSMUSG00000035504,Reep6,NRE
ENSMUSG00000035505,Cox18,NRE
ENSMUSG00000035506,Slc12a8,TRE
ENSMUSG00000035509,Fbxl21,not detected
ENSMUSG00000035513,Ntng2,not detected
ENSMUSG00000035517,Tdrd7,TRE
ENSMUSG00000035521,Gnptg,NRE
ENSMUSG00000035522,Tsga8,TRE
ENSMUSG00000035523,Vmn1r172,not detected
ENSMUSG00000035528,Npffr2,not detected
ENSMUSG00000035529,Prdm4,NRE
ENSMUSG00000035530,Eif1,TRE+NRE
ENSMUSG00000035539,E230008N13Rik,TRE
ENSMUSG00000035540,Gc,TRE
ENSMUSG00000035545,Leng8,NRE
ENSMUSG00000035547,Capn5,TRE+NRE
ENSMUSG00000035551,Igfbpl1,not detected
ENSMUSG00000035557,Krt17,TRE
ENSMUSG00000035559,Mpv17l2,NRE
ENSMUSG00000035560,Wdr20b,TRE
ENSMUSG00000035561,Aldh1b1,TRE
ENSMUSG00000035566,Pcdh17,TRE
ENSMUSG00000035569,Ankrd11,NRE
ENSMUSG00000035572,Dcaf10,NRE
ENSMUSG00000035575,Utp6,NRE
ENSMUSG00000035576,L3mbtl1,not present
ENSMUSG00000035578,Iqcg,TRE
ENSMUSG00000035580,Kcnh8,not present
ENSMUSG00000035582,Gdpd4,not present
ENSMUSG00000035585,Tsen34,NRE
ENSMUSG00000035592,Krt33a,not detected
ENSMUSG00000035594,Chrna5,TRE
ENSMUSG00000035595,1600002K03Rik,NRE
ENSMUSG00000035596,Mboat7,TRE+NRE
ENSMUSG00000035597,Prpf39,NRE
ENSMUSG00000035601,Rg9mtd3,NRE
ENSMUSG00000035606,Ky,TRE
ENSMUSG00000035614,Fam179b,NRE
ENSMUSG00000035615,Frmpd1,TRE
ENSMUSG00000035620,Ric8b,NRE
ENSMUSG00000035621,Midn,NRE
ENSMUSG00000035623,Rsf1,NRE
ENSMUSG00000035626,Olfr1509,not detected
ENSMUSG00000035629,1700021K19Rik,NRE
ENSMUSG00000035632,Cnot3,NRE
ENSMUSG00000035637,Grhpr,NRE
ENSMUSG00000035638,Muc20,TRE
ENSMUSG00000035640,Dos,TRE
ENSMUSG00000035642,1810020D17Rik,NRE
ENSMUSG00000035649,Zcchc7,NRE
ENSMUSG00000035651,4930480E11Rik,not detected
ENSMUSG00000035653,Lrfn5,TRE
ENSMUSG00000035666,Gtf3c4,TRE+NRE
ENSMUSG00000035671,Zswim4,NRE
ENSMUSG00000035673,Sbno2,not present
ENSMUSG00000035674,Ndufa3,NRE
ENSMUSG00000035678,Tnfsf9,TRE
ENSMUSG00000035681,Kcnc2,TRE
ENSMUSG00000035683,Melk,NRE
ENSMUSG00000035686,Thrsp,NRE
ENSMUSG00000035692,Isg15,NRE
ENSMUSG00000035694,Caps2,TRE
ENSMUSG00000035696,Rnf38,TRE+NRE
ENSMUSG00000035697,Hmha1,TRE
ENSMUSG00000035699,Osta,TRE
ENSMUSG00000035704,Alg8,NRE
ENSMUSG00000035711,Dok3,TRE
ENSMUSG00000035722,Abca7,NRE
ENSMUSG00000035725,Prkx,NRE
ENSMUSG00000035726,Supt16h,TRE+NRE
ENSMUSG00000035735,Dagla,TRE
ENSMUSG00000035745,Grin3b,not detected
ENSMUSG00000035754,Wdr18,TRE+NRE
ENSMUSG00000035757,1300018J18Rik,NRE
ENSMUSG00000035759,Bbs10,TRE
ENSMUSG00000035762,Tmem161b,NRE
ENSMUSG00000035764,Fbxo45,NRE
ENSMUSG00000035765,Dym,NRE
ENSMUSG00000035769,Xylb,TRE
ENSMUSG00000035770,Dync1li2,NRE
ENSMUSG00000035772,Mrps2,NRE
ENSMUSG00000035773,Kiss1r,not detected
ENSMUSG00000035775,Krt20,TRE
ENSMUSG00000035776,Cd99l2,NRE
ENSMUSG00000035778,Ggta1,TRE+NRE
ENSMUSG00000035780,Ugt2a3,TRE
ENSMUSG00000035781,C030046I01Rik,NRE
ENSMUSG00000035783,Acta2,TRE+NRE
ENSMUSG00000035785,Cmtm2b,TRE
ENSMUSG00000035790,1500031L02Rik,NRE
ENSMUSG00000035798,Zdhhc17,TRE+NRE
ENSMUSG00000035799,Twist1,TRE
ENSMUSG00000035804,Ins1,TRE
ENSMUSG00000035805,Mlc1,TRE
ENSMUSG00000035811,Ugt2b35,TRE
ENSMUSG00000035818,9930023K05Rik,TRE
ENSMUSG00000035824,Tk2,NRE
ENSMUSG00000035828,Pim3,NRE
ENSMUSG00000035831,Krt25,TRE
ENSMUSG00000035834,Polr3g,NRE
ENSMUSG00000035835,BC005764,TRE
ENSMUSG00000035836,Ugt2b1,TRE
ENSMUSG00000035840,Lysmd3,NRE
ENSMUSG00000035842,Ddx11,TRE
ENSMUSG00000035845,Alg12,NRE
ENSMUSG00000035847,Ids,TRE+NRE
ENSMUSG00000035849,Krt222,TRE
ENSMUSG00000035851,Ythdc1,NRE
ENSMUSG00000035852,9130017N09Rik,TRE
ENSMUSG00000035860,Cdhr3,TRE
ENSMUSG00000035861,Tmprss11bnl,not present
ENSMUSG00000035863,Palm,TRE+NRE
ENSMUSG00000035864,Syt1,TRE
ENSMUSG00000035868,3110052M02Rik,NRE
ENSMUSG00000035873,Pawr,NRE
ENSMUSG00000035875,AI182371,not present
ENSMUSG00000035877,Zhx3,TRE+NRE
ENSMUSG00000035878,Agphd1,TRE
ENSMUSG00000035885,Cox8a,NRE
ENSMUSG00000035890,Rnf126,TRE
ENSMUSG00000035891,Cerk,NRE
ENSMUSG00000035896,Rnase1,TRE
ENSMUSG00000035898,Uba6,NRE
ENSMUSG00000035900,Gramd4,NRE
ENSMUSG00000035901,Dennd5a,NRE
ENSMUSG00000035910,Dcdc2a,TRE
ENSMUSG00000035914,Cd276,TRE
ENSMUSG00000035916,Ptprq,not present
ENSMUSG00000035919,Bbs9,TRE
ENSMUSG00000035923,Myf6,TRE
ENSMUSG00000035929,H2-Q4,TRE
ENSMUSG00000035930,Chst4,TRE
ENSMUSG00000035932,Olfr750,not present
ENSMUSG00000035933,Cog5,not detected
ENSMUSG00000035934,Pknox2,TRE+NRE
ENSMUSG00000035936,Aldh5a1,NRE
ENSMUSG00000035941,Ibtk,NRE
ENSMUSG00000035944,Ttc38,TRE
ENSMUSG00000035946,Gsx2,not detected
ENSMUSG00000035948,Acss3,not present
ENSMUSG00000035949,Fbxw2,NRE
ENSMUSG00000035951,Ascl3,TRE
ENSMUSG00000035953,Tmem55b,NRE
ENSMUSG00000035954,Dock4,TRE
ENSMUSG00000035958,Tdp2,NRE
ENSMUSG00000035960,Apex1,NRE
ENSMUSG00000035963,Odf3l2,not present
ENSMUSG00000035964,Tmem59l,TRE
ENSMUSG00000035967,Ddx26b,NRE
ENSMUSG00000035969,Rusc2,NRE
ENSMUSG00000035983,Gm7008,TRE
ENSMUSG00000035984,Nme5,TRE
ENSMUSG00000035992,Fnip1,NRE
ENSMUSG00000036002,B230312A22Rik,NRE
ENSMUSG00000036006,Fam65b,TRE+NRE
ENSMUSG00000036009,BC067068,NRE
ENSMUSG00000036013,Fam122c,TRE
ENSMUSG00000036019,Tmtc2,NRE
ENSMUSG00000036022,Fam122b,TRE
ENSMUSG00000036023,Parp2,NRE
ENSMUSG00000036026,Tmem63b,NRE
ENSMUSG00000036027,1810046K07Rik,not detected
ENSMUSG00000036030,Prtg,TRE+NRE
ENSMUSG00000036036,Zfp57,not detected
ENSMUSG00000036040,Adamtsl2,TRE
ENSMUSG00000036046,5031439G07Rik,NRE
ENSMUSG00000036052,Dnajb5,TRE+NRE
ENSMUSG00000036053,Fmnl2,NRE
ENSMUSG00000036054,Sugp2,TRE
ENSMUSG00000036057,Ptpn23,NRE
ENSMUSG00000036061,Smug1,TRE
ENSMUSG00000036062,N28178,TRE
ENSMUSG00000036067,Slc2a6,TRE
ENSMUSG00000036073,Galt,NRE
ENSMUSG00000036078,Sigmar1,NRE
ENSMUSG00000036083,Slc17a3,TRE
ENSMUSG00000036086,Zranb3,TRE+NRE
ENSMUSG00000036087,Slain2,TRE+NRE
ENSMUSG00000036091,Hyal3,not detected
ENSMUSG00000036093,Arl5a,NRE
ENSMUSG00000036095,Dgkb,TRE
ENSMUSG00000036097,Fam178a,NRE
ENSMUSG00000036098,Gm98,TRE
ENSMUSG00000036099,Vezt,TRE+NRE
ENSMUSG00000036103,Colec12,TRE
ENSMUSG00000036104,Rab3gap1,NRE
ENSMUSG00000036106,Prr5,TRE
ENSMUSG00000036109,Mbnl3,TRE+NRE
ENSMUSG00000036110,Slc17a2,TRE
ENSMUSG00000036111,Lmo1,TRE
ENSMUSG00000036112,Metap2,TRE+NRE
ENSMUSG00000036114,2810432D09Rik,NRE
ENSMUSG00000036117,Il5,not detected
ENSMUSG00000036120,Rfxank,NRE
ENSMUSG00000036123,Slc9a3,not present
ENSMUSG00000036131,Frmd7,not present
ENSMUSG00000036136,Fam110c,TRE+NRE
ENSMUSG00000036138,Acaa1a,NRE
ENSMUSG00000036139,Hoxc9,TRE
ENSMUSG00000036144,Meox2,TRE
ENSMUSG00000036151,Tm6sf2,TRE
ENSMUSG00000036155,Mgat5,not detected
ENSMUSG00000036158,Prickle1,NRE
ENSMUSG00000036160,Surf6,NRE
ENSMUSG00000036167,Pphln1,TRE+NRE
ENSMUSG00000036168,Ccdc38,TRE
ENSMUSG00000036169,Sostdc1,TRE
ENSMUSG00000036172,Cd200r3,TRE
ENSMUSG00000036180,Gatad2a,NRE
ENSMUSG00000036181,Hist1h1c,NRE
ENSMUSG00000036185,Ng23,TRE
ENSMUSG00000036186,Fam69b,NRE
ENSMUSG00000036188,Ankmy2,NRE
ENSMUSG00000036192,Rorb,TRE
ENSMUSG00000036196,Slc26a8,TRE
ENSMUSG00000036197,Gxylt1,NRE
ENSMUSG00000036198,Arhgap36,TRE
ENSMUSG00000036199,Ndufa13,NRE
ENSMUSG00000036202,Rif1,NRE
ENSMUSG00000036206,Sh3bp4,TRE+NRE
ENSMUSG00000036208,BC027231,NRE
ENSMUSG00000036211,Hist1h1t,not detected
ENSMUSG00000036214,Znrd1as,TRE
ENSMUSG00000036216,Leap2,TRE
ENSMUSG00000036218,Pdzrn4,TRE
ENSMUSG00000036223,Ska1,TRE+NRE
ENSMUSG00000036225,Kctd1,TRE+NRE
ENSMUSG00000036231,Agr3,not detected
ENSMUSG00000036241,Ube2r2,NRE
ENSMUSG00000036242,3632451O06Rik,NRE
ENSMUSG00000036244,Tbc1d21,TRE
ENSMUSG00000036246,Gmip,TRE
ENSMUSG00000036249,Rbm43,NRE
ENSMUSG00000036251,Trpm8,NRE
ENSMUSG00000036256,Igfbp7,NRE
ENSMUSG00000036257,Pnpla8,NRE
ENSMUSG00000036264,Fstl4,not detected
ENSMUSG00000036270,Edc4,TRE+NRE
ENSMUSG00000036273,Lrrk2,NRE
ENSMUSG00000036275,9530068E07Rik,NRE
ENSMUSG00000036278,Macrod1,NRE
ENSMUSG00000036281,Snapc4,NRE
ENSMUSG00000036282,Naa30,TRE+NRE
ENSMUSG00000036285,Noa1,NRE
ENSMUSG00000036291,Mudeng,NRE
ENSMUSG00000036292,Gramd1c,NRE
ENSMUSG00000036295,Lrrn3,TRE
ENSMUSG00000036298,Slc2a13,TRE
ENSMUSG00000036299,BC031181,NRE
ENSMUSG00000036304,Zdhhc23,not present
ENSMUSG00000036306,Lzts1,not present
ENSMUSG00000036309,Skp1a,NRE
ENSMUSG00000036315,Znrd1,NRE
ENSMUSG00000036323,Srp72,NRE
ENSMUSG00000036327,Qsox2,NRE
ENSMUSG00000036330,Slc18a1,TRE
ENSMUSG00000036333,Kidins220,TRE+NRE
ENSMUSG00000036334,Igsf10,not present
ENSMUSG00000036339,6720456H20Rik,not present
ENSMUSG00000036352,Ubac1,NRE
ENSMUSG00000036353,P2ry12,TRE
ENSMUSG00000036356,Csgalnact1,TRE+NRE
ENSMUSG00000036357,Gpr101,TRE
ENSMUSG00000036362,P2ry13,TRE
ENSMUSG00000036368,Fam82a1,TRE
ENSMUSG00000036371,Serbp1,TRE+NRE
ENSMUSG00000036372,1810006K21Rik,not detected
ENSMUSG00000036376,Abt1,NRE
ENSMUSG00000036377,C530008M17Rik,TRE+NRE
ENSMUSG00000036381,P2ry14,TRE
ENSMUSG00000036390,Gadd45a,NRE
ENSMUSG00000036391,Sec24a,NRE
ENSMUSG00000036395,Glb1l2,TRE
ENSMUSG00000036398,Ppp1r11,NRE
ENSMUSG00000036401,Glt6d1,TRE
ENSMUSG00000036402,Gng12,NRE
ENSMUSG00000036403,Cep135,NRE
ENSMUSG00000036411,9530077C05Rik,TRE+NRE
ENSMUSG00000036412,Arsi,TRE
ENSMUSG00000036422,Pcdh8,TRE
ENSMUSG00000036427,Gpi1,NRE
ENSMUSG00000036430,Tbcc,TRE+NRE
ENSMUSG00000036432,Siah2,TRE+NRE
ENSMUSG00000036435,Exoc1,NRE
ENSMUSG00000036437,Npy1r,TRE
ENSMUSG00000036438,Calm2,NRE
ENSMUSG00000036442,Thap11,NRE
ENSMUSG00000036446,Lum,NRE
ENSMUSG00000036449,Lcn8,TRE
ENSMUSG00000036450,Hif1an,NRE
ENSMUSG00000036452,Arhgap26,NRE
ENSMUSG00000036459,Wtip,NRE
ENSMUSG00000036461,Elf1,NRE
ENSMUSG00000036463,4930544G11Rik,TRE
ENSMUSG00000036466,Megf11,TRE
ENSMUSG00000036469,March1,TRE
ENSMUSG00000036473,Tbc1d24,NRE
ENSMUSG00000036478,Btg1,TRE+NRE
ENSMUSG00000036492,Rnf39,TRE
ENSMUSG00000036499,Eea1,NRE
ENSMUSG00000036500,Akp3,TRE
ENSMUSG00000036501,Fam13b,not present
ENSMUSG00000036502,Fam70a,TRE
ENSMUSG00000036503,Rnf13,NRE
ENSMUSG00000036504,Phpt1,NRE
ENSMUSG00000036510,Cdh8,TRE
ENSMUSG00000036513,Commd2,NRE
ENSMUSG00000036521,Abpe,not present
ENSMUSG00000036523,Greb1,TRE
ENSMUSG00000036526,Card11,TRE
ENSMUSG00000036528,Ppfibp2,NRE
ENSMUSG00000036529,Sbf1,NRE
ENSMUSG00000036533,Cdc42ep3,NRE
ENSMUSG00000036534,Slc38a7,NRE
ENSMUSG00000036537,Rnf113a1,NRE
ENSMUSG00000036545,Adamts2,TRE
ENSMUSG00000036550,Cnot1,NRE
ENSMUSG00000036551,Akap14,TRE
ENSMUSG00000036552,2210404J11Rik,NRE
ENSMUSG00000036553,Sh3tc1,TRE
ENSMUSG00000036555,Iqce,TRE
ENSMUSG00000036557,1700011E24Rik,TRE
ENSMUSG00000036560,Lgi4,TRE
ENSMUSG00000036561,Ppp6r2,TRE
ENSMUSG00000036564,Ndrg4,NRE
ENSMUSG00000036565,Ttyh3,NRE
ENSMUSG00000036568,BC032203,NRE
ENSMUSG00000036570,Fxyd1,NRE
ENSMUSG00000036572,Upf3b,NRE
ENSMUSG00000036578,Fxyd7,TRE
ENSMUSG00000036580,Spg20,NRE
ENSMUSG00000036585,Fgf1,TRE+NRE
ENSMUSG00000036586,Grifin,TRE
ENSMUSG00000036587,Fut7,TRE
ENSMUSG00000036591,Arhgap21,NRE
ENSMUSG00000036594,H2-Aa,NRE
ENSMUSG00000036596,Cpz,TRE
ENSMUSG00000036598,Ccdc113,TRE
ENSMUSG00000036599,Chst12,NRE
ENSMUSG00000036602,Alx1,TRE
ENSMUSG00000036606,Plxnb2,NRE
ENSMUSG00000036611,Eepd1,NRE
ENSMUSG00000036613,Tssc1,NRE
ENSMUSG00000036615,Rfxap,NRE
ENSMUSG00000036617,Etl4,TRE+NRE
ENSMUSG00000036620,Mgat4b,NRE
ENSMUSG00000036622,Atp13a2,TRE+NRE
ENSMUSG00000036632,Alg5,NRE
ENSMUSG00000036634,Mag,TRE
ENSMUSG00000036636,Clcn7,TRE+NRE
ENSMUSG00000036639,Nudt1,TRE
ENSMUSG00000036641,Ccdc148,not present
ENSMUSG00000036644,Tbc1d9b,NRE
ENSMUSG00000036646,Man1b1,NRE
ENSMUSG00000036647,Olfr6,not present
ENSMUSG00000036648,Gm3448,TRE
ENSMUSG00000036655,Colec11,TRE
ENSMUSG00000036658,Olfr11,not present
ENSMUSG00000036661,Dennd3,TRE
ENSMUSG00000036667,Fam115a,TRE+NRE
ENSMUSG00000036672,Cenpt,NRE
ENSMUSG00000036676,Tmtc3,TRE+NRE
ENSMUSG00000036678,Aaas,NRE
ENSMUSG00000036686,Cc2d1a,NRE
ENSMUSG00000036687,Tmem184a,TRE
ENSMUSG00000036693,Nop14,NRE
ENSMUSG00000036698,Eif2c2,NRE
ENSMUSG00000036699,Zcchc12,TRE
ENSMUSG00000036707,Cab39,NRE
ENSMUSG00000036712,Cyld,TRE+NRE
ENSMUSG00000036718,Micall2,NRE
ENSMUSG00000036721,Zscan12,TRE
ENSMUSG00000036731,2310002J15Rik,TRE
ENSMUSG00000036733,Rbm42,NRE
ENSMUSG00000036737,Oxsr1,NRE
ENSMUSG00000036743,Psma8,TRE
ENSMUSG00000036744,Olfr701,TRE
ENSMUSG00000036745,Ttll7,TRE
ENSMUSG00000036748,Cuedc2,NRE
ENSMUSG00000036749,Pramel5,not detected
ENSMUSG00000036751,Cox6b1,NRE
ENSMUSG00000036752,Tubb4b,NRE
ENSMUSG00000036760,Kcnk9,not present
ENSMUSG00000036764,Dnajc12,TRE
ENSMUSG00000036766,Dner,NRE
ENSMUSG00000036768,Kif15,not present
ENSMUSG00000036769,Wdr44,NRE
ENSMUSG00000036770,4933433C11Rik,TRE
ENSMUSG00000036775,Decr2,TRE
ENSMUSG00000036777,Anln,TRE+NRE
ENSMUSG00000036779,Papd5,NRE
ENSMUSG00000036781,Rps27l,NRE
ENSMUSG00000036782,Klhl13,TRE+NRE
ENSMUSG00000036790,Slitrk2,TRE
ENSMUSG00000036792,Mbd5,NRE
ENSMUSG00000036800,Fam135b,TRE
ENSMUSG00000036805,Noxa1,not present
ENSMUSG00000036810,Tmem188,NRE
ENSMUSG00000036813,Entpd8,TRE
ENSMUSG00000036814,Slc6a20a,TRE
ENSMUSG00000036815,Dpp10,TRE
ENSMUSG00000036816,Atoh7,TRE
